edge_id:int,source_id:int,target_id:int,label_id:int,inc_state:int
370284,89,259,50,1
5123102,155715,75883,50,1
377557,157776,149158,50,1
377558,157776,75883,50,1
1181802,157778,75883,50,1
1181803,157778,149158,50,1
1095915,90,7174,50,1
1095916,90,8,51,1
1095917,90,8,51,1
1095918,90,90,52,1
1095914,90,259,50,0
382768,91,160080,50,1
382769,91,92,51,1
382770,91,93,52,1
1648261,92,160080,50,1
1648281,93,160080,50,1
1648282,93,92,51,1
386082,94,7091,50,1
386085,94,25969,51,1
4202021,161894,203918,50,1
4197740,161896,78573,50,1
2095801,161897,203819,50,1
1138820,161899,203918,50,1
388737,95,96,50,1
388739,95,97,52,1
388740,95,98,125,1
4552966,97,96,50,1
752234,98,96,50,1
752236,98,97,52,1
389421,99,100,50,1
390683,101,7091,50,1
390684,101,40297,51,1
390685,101,22,51,1
390687,101,25969,51,1
393995,102,7174,50,1
393998,102,103,52,1
393999,102,104,125,1
393994,102,259,50,1
575106,103,7174,50,0
575105,103,259,50,2
662226,104,7174,50,1
662229,104,103,52,0
662225,104,259,50,1
396707,165715,62520,50,1
2163470,165720,78573,50,1
3177903,105,53,50,1
3177904,105,52,51,0
1847088,168744,78573,50,1
1847089,168744,149158,50,1
745572,168760,5667,50,1
745573,168760,34281,50,1
1179749,168793,78573,50,1
1179750,168793,149158,50,1
1627262,169226,5667,50,1
405583,169348,169351,50,1
5272619,169533,5667,50,1
1187414,169534,78573,50,1
1187416,169534,149158,50,1
1187417,169534,203918,50,1
415690,173562,75883,50,1
3341718,173564,75883,50,1
3341939,173565,75883,50,2
3342454,173566,75883,50,1
3342840,173567,75883,50,0
3342045,173568,75883,50,1
3343519,173569,75883,50,1
3342103,173570,75883,50,1
901811,175491,62520,50,1
1423353,175499,78573,50,1
7508829,175502,78573,50,2
936898,175503,78573,50,1
936899,175503,78573,50,1
868188,175504,5667,50,1
813271,175505,78573,50,1
2108105,175506,78573,50,1
2108106,175506,149158,50,1
1311350,175509,175492,50,1
4880704,175510,78573,50,1
865890,175513,149158,50,1
865891,175513,203918,50,0
12734384,106,7091,50,1
2151446,107,53,50,0
2151447,107,52,51,1
506388,108,53,50,1
506389,108,52,51,1
506390,108,107,52,1
425720,177654,177655,50,1
426213,177839,76689,50,1
430318,180262,5667,50,1
1290042,180267,5667,50,1
1366205,180275,5667,50,1
2822670,180277,5667,50,1
10595754,180279,26191,50,1
489226,180750,203918,50,1
431503,180799,177655,50,1
431528,180812,5667,50,0
431534,180814,5667,50,1
1213380,180818,5667,50,1
432159,181060,181061,50,1
434274,181959,76411,50,1
434277,181962,76411,50,0
434673,182110,76411,50,1
436252,182767,181061,50,1
436259,182769,76411,50,1
438566,109,7091,50,1
438567,109,40297,51,1
438568,109,22,51,1
438569,109,80,51,1
438574,109,80,52,1
438573,109,25969,51,1
439760,110,7091,50,1
439767,110,25969,51,1
440799,184647,76411,50,1
441084,184761,5667,50,1
441344,184762,5667,50,1
441345,184762,26191,50,1
11968351,184763,5667,50,1
549598,184872,5667,50,1
441616,111,7091,50,1
441623,111,7095,51,1
5857040,112,113,50,1
5857041,112,114,50,1
3864324,115,113,50,1
3864325,115,114,50,2
3864326,115,112,51,1
442970,116,7091,50,1
442977,116,25969,51,1
443911,185917,10805,50,1
444658,186215,186216,50,1
444659,186217,186216,50,1
2491076,117,43,52,1
2491077,117,7095,51,1
2491073,117,27175,51,1
2491074,117,27176,52,1
445214,118,43,52,1
445215,118,117,125,1
445217,118,7095,51,1
445211,118,27175,51,1
445212,118,27176,52,1
445821,119,120,50,1
445822,119,120,51,1
445823,119,121,52,0
447414,121,120,50,1
447415,121,120,51,1
445988,186697,10805,50,1
446100,186728,10805,50,1
446644,122,120,50,1
446645,122,120,51,1
446646,122,121,52,1
446647,122,119,125,1
447635,123,120,50,1
447636,123,120,51,1
451669,124,125,50,1
451965,189194,76411,50,1
452128,189279,76411,50,1
452337,189355,76411,50,1
453317,189780,76411,50,2
455462,126,7091,50,1
455465,126,25969,51,1
456533,190953,181061,50,1
456908,191093,177655,50,1
457498,191332,76411,50,1
457868,127,7095,50,1
457869,127,27175,51,0
458037,191542,76411,50,2
458089,128,7174,50,1
458088,128,259,50,1
458090,128,6941,51,1
458091,128,14,52,1
860863,192329,181061,50,1
461909,129,7091,50,1
462362,193180,10805,50,1
462935,193402,10805,50,2
463203,130,83,51,1
463204,130,143561,52,1
463205,130,81,125,1
463727,193695,10805,50,1
465078,131,7091,50,1
465079,131,40297,51,1
465080,131,22,51,1
465084,131,25969,51,2
465317,194322,76411,50,1
466402,132,7091,50,1
466405,132,7095,51,1
466403,132,27175,51,1
466404,132,27176,52,1
466501,133,7095,50,1
466504,133,132,52,1
466502,133,27175,51,1
466503,133,27176,52,1
467291,134,7091,50,1
467292,134,73,51,1
467296,134,25969,51,2
4515299,135,35366,50,1
4515298,135,259,50,1
4515301,135,6,51,1
469598,136,7174,50,1
469601,136,128,125,1
469597,136,259,50,1
469599,136,6941,51,1
469600,136,14,52,1
470218,137,7174,50,1
470221,137,128,125,1
470217,137,259,50,1
470219,137,6941,51,1
470220,137,14,52,1
471208,196503,76411,50,1
474630,138,7091,50,1
474631,138,106,51,1
474635,138,25969,51,1
475200,139,7091,50,0
475204,139,25969,51,1
475722,198259,5667,50,1
496214,140,7091,50,1
496215,140,106,51,1
496216,140,106,51,1
496217,140,25969,51,1
479783,141,27175,51,1
479784,141,27176,52,1
6340426,142,40297,51,1
6340427,142,22,51,1
6340428,142,80,51,1
660029,201149,149158,50,1
2105284,201150,149158,50,2
858959,201151,149158,50,1
482775,143,40297,51,1
482776,143,144,52,1
6792926,144,40297,51,1
6792927,144,22,51,1
851947,201876,149158,50,1
4802169,201877,75883,50,1
1196314,201883,149158,50,1
1196315,201883,62520,50,1
736928,201884,78573,50,1
736929,201884,149158,50,1
628763,201885,149158,50,1
975892,201886,75883,50,1
975893,201886,78573,50,1
975894,201886,149158,50,1
14737595,201894,78573,50,1
1582432,201896,75883,50,1
1582433,201896,78573,50,1
1582610,201897,78573,50,1
1362940,201898,78573,50,1
1343039,201899,78573,50,1
1343040,201899,62520,50,1
1189721,201907,75883,50,1
1349364,201908,75883,50,1
574701,201909,149158,50,1
574702,201909,75883,50,1
785596,145,27175,51,1
785597,145,27176,52,1
785598,145,141,52,1
486566,146,7174,50,1
486567,146,1,51,1
486565,146,259,50,1
486793,147,7174,50,1
486792,147,259,50,1
487103,203025,78573,50,1
492526,203028,78573,50,1
488979,203029,203819,50,1
1016868,203038,78573,50,1
1016869,203038,149158,50,1
489288,203044,78573,50,1
2321895,203058,5667,50,1
487403,148,7095,51,1
487398,148,27175,51,1
487399,148,27176,52,1
488410,149,7174,50,1
488411,149,1,51,1
488409,149,259,50,1
488670,203712,5667,50,1
12445434,203818,203819,50,1
810091,203820,62520,50,1
1392393,203822,78573,50,0
696704,203824,78573,50,1
660078,203917,149158,50,1
660079,203917,203918,50,1
489283,150,7095,51,1
489278,150,27175,51,1
489279,150,27176,52,1
662883,203954,203918,50,1
489761,151,100,50,1
489762,151,152,51,1
489763,151,153,52,1
489764,151,154,125,1
3673858,152,100,50,1
2009665,153,100,50,1
2009666,153,152,51,1
1618019,154,100,50,1
1618020,154,152,51,1
1618021,154,153,52,1
490445,155,7091,50,2
490446,155,40297,51,1
490447,155,22,51,1
490448,155,80,51,1
490449,155,144,52,1
490450,155,143,125,1
490452,155,25969,51,1
490453,155,142,52,1
490460,156,7091,50,1
490461,156,40297,51,1
490462,156,22,51,1
490463,156,80,51,1
490464,156,144,52,1
490465,156,143,125,1
490467,156,25969,51,1
490468,156,142,52,1
492279,205168,5667,50,1
548985,205169,75883,50,1
635113,205170,78573,50,1
1147346,205172,75883,50,1
661710,205264,78573,50,1
495344,157,7091,50,1
495345,157,75,51,1
495349,157,25969,51,1
495855,158,7091,50,1
497520,159,47,50,1
1530076,207975,78573,50,1
679037,207979,203918,50,1
499054,207986,203918,50,1
501452,160,19597,50,1
501453,160,19598,51,1
503343,161,88415,50,1
503342,161,173,50,1
505119,162,7091,50,1
505125,162,7091,51,1
511476,213160,5667,50,1
513616,163,7174,50,1
513615,163,259,50,1
514859,214475,203918,50,1
596867,214477,203918,50,2
555921,214478,203918,50,1
514870,214479,203918,50,1
514871,214479,203918,50,1
514889,214487,203918,50,1
514890,214487,203918,50,1
2111718,214488,149158,50,1
1057179,214492,5667,50,1
662975,214493,203918,50,1
1131824,214495,149158,50,1
514987,214526,78573,50,1
612545,214527,78573,50,1
652629,164,7091,50,1
652634,164,7095,51,1
652630,164,27175,51,0
652631,164,27176,52,1
1038235,216336,5667,50,0
2285640,165,166,50,1
530708,167,7091,50,1
530710,167,126,52,1
530713,167,25969,51,1
530718,168,7091,50,1
530720,168,126,52,1
530722,168,25969,51,1
530754,219697,78573,50,1
1611579,219701,78573,50,1
1138930,219702,78573,50,1
4123191,219707,78573,50,1
531644,169,27175,51,1
531645,169,27176,52,1
531646,169,132,52,1
531647,169,133,125,1
532583,170,7095,51,0
532578,170,27175,51,2
532579,170,27176,52,1
533164,171,7091,50,2
533168,171,25969,51,1
555038,172,7091,50,1
555041,172,25969,51,1
536124,174,7174,50,1
536123,174,259,50,1
536137,175,7174,50,1
536136,175,259,50,1
8400937,176,7174,50,1
8400936,176,259,50,1
537216,177,7095,51,1
537211,177,27175,51,1
537212,177,27176,52,1
539835,178,7091,50,1
539836,178,73,51,1
539837,178,84,52,1
539840,178,25969,51,1
539869,179,7091,50,1
539870,179,73,51,1
539871,179,84,52,1
539874,179,25969,51,1
540157,223349,203819,50,1
568166,223350,203819,50,2
9107526,223354,203819,50,0
570450,223361,203819,50,0
1057692,223363,203819,50,1
14215988,223373,21396,50,1
17396093,223374,353295,50,1
17396094,223374,40254,50,1
2491613,223375,203819,50,1
540247,223396,203819,50,1
995495,223398,203819,50,1
666575,223399,203819,50,1
1495827,223400,73140,50,1
540518,223549,149158,50,1
540519,223549,203918,50,1
771661,223552,203918,50,1
1058172,223553,149158,50,1
1058173,223553,203918,50,1
915564,223564,203918,50,1
565026,180,7091,50,1
565031,180,25969,51,1
541020,181,7091,50,1
541021,181,73,51,1
541022,181,84,52,1
541025,181,25969,51,1
542140,182,7091,50,1
542144,182,139,125,1
542146,182,25969,51,0
544069,183,35366,50,1
544070,183,7174,50,1
544072,183,184,51,1
544068,183,259,50,0
544071,183,90488,51,1
544073,183,2860,51,1
3611198,184,35366,50,1
3611199,184,7174,50,1
3611197,184,259,50,1
3611200,184,90488,51,1
3611201,184,2860,51,1
545299,185,7091,50,1
545305,185,25969,51,2
547478,186,53,50,0
548573,226627,181061,50,1
1363369,226781,75883,50,1
1640914,226785,75883,50,1
678539,226786,75883,50,1
702749,226787,75883,50,1
2464335,226788,75883,50,1
7162947,226797,75883,50,1
3916634,226798,75883,50,1
853255,226800,75883,50,1
701162,226843,75883,50,1
1514707,226868,75883,50,1
1363382,226871,75883,50,1
1363269,226873,75883,50,1
1171494,226875,149158,50,1
1171495,226875,75883,50,1
1027551,226882,75883,50,1
1027552,226882,149158,50,1
1028966,226883,149158,50,1
939176,226885,149158,50,1
1129967,226903,149158,50,1
1147357,226913,78573,50,1
1147358,226913,149158,50,0
1147359,226913,75883,50,1
9873885,226917,75883,50,2
627027,227070,5667,50,1
2667741,227557,75883,50,1
8226259,227558,75883,50,1
1135939,227560,75883,50,1
1156820,227561,75883,50,1
16358341,227567,75883,50,1
550790,227609,78573,50,1
550791,227609,78573,50,1
659973,227610,78573,50,1
2018739,228874,62520,50,1
1977308,229322,75883,50,1
612471,229714,78573,50,1
782338,229755,203918,50,1
1674286,229756,203918,50,1
1296788,229757,149158,50,1
3383041,229758,203918,50,2
1581410,229759,149158,50,1
4880935,229952,78573,50,0
8228937,230002,78573,50,1
8228938,230002,78573,50,1
8228939,230002,353295,50,1
1173244,231461,62520,50,1
1455996,231462,78573,50,1
1619594,231463,5667,50,1
562815,232345,149158,50,1
1120898,232346,149158,50,1
3527529,232348,78573,50,1
6690515,232349,78573,50,1
2904215,232354,75883,50,1
2904216,232354,149158,50,1
567603,187,7174,50,1
567602,187,259,50,1
567686,188,7174,50,1
567685,188,259,50,1
567657,189,7174,50,1
567656,189,259,50,1
732309,234614,203819,50,1
568591,190,53,50,1
568592,190,54,50,1
5081691,54,53,50,1
4854604,191,192,50,1
1925105,193,192,50,1
1925106,193,191,51,1
571569,194,96,50,1
571572,194,195,125,1
1956240,195,96,50,1
785330,235971,62520,50,1
785331,235971,78573,50,0
650962,235974,62520,50,1
650963,235974,78573,50,1
572541,196,125,50,1
572544,196,197,125,2
837905,197,125,50,1
10889634,237172,203918,50,1
3330525,237248,75883,50,1
1350199,237249,75883,50,1
574906,198,7174,50,1
574905,198,259,50,1
911141,237532,203918,50,1
1314547,237544,78573,50,1
1621869,237700,75883,50,1
1621870,237700,149158,50,1
2266777,237701,149158,50,1
1259027,237702,75883,50,1
1259028,237702,149158,50,1
3030177,237703,149158,50,1
1435864,237705,75883,50,1
1435865,237705,149158,50,1
578911,238834,78573,50,1
2692687,238846,203918,50,1
578934,238847,5667,50,2
799499,238860,78573,50,0
1196232,238862,5667,50,1
2431791,238863,203918,50,1
1758023,238864,78573,50,1
1231997,238865,203918,50,1
11398088,238868,78573,50,1
9025253,238876,78573,50,0
579397,199,7091,50,1
579399,199,126,52,1
579402,199,25969,51,0
4662306,200,7091,50,1
4662308,200,126,52,1
580585,239470,78573,50,1
1226505,239784,149158,50,1
581771,201,7174,50,1
581770,201,259,50,1
1229905,240767,149158,50,1
4072056,202,166,50,1
4072057,202,165,51,1
585778,203,7091,50,1
585783,203,25969,51,2
1721029,241685,175492,50,1
5450053,241686,75883,50,1
3109934,241689,149158,50,2
1169198,241693,149158,50,1
1169199,241693,75883,50,1
586910,241977,75883,50,1
2199802,241979,75883,50,1
2199803,241979,149158,50,2
4554986,241995,75883,50,1
10025521,242005,75883,50,1
588006,204,7091,50,1
588011,204,25969,51,1
589913,243123,149158,50,1
1900866,243124,149158,50,1
590835,243133,155715,50,1
590836,243133,78573,50,1
590837,243133,149158,50,1
5933986,243501,78573,50,1
592052,243955,78573,50,1
592053,243955,149158,50,1
592054,243955,75883,50,1
1179468,243962,149158,50,2
1241514,243980,149158,50,1
1138251,244647,75883,50,0
1846124,244681,149158,50,1
594765,205,7091,50,1
594772,205,7095,51,1
594768,205,62,52,1
3285447,245458,62520,50,1
596172,245550,75883,50,0
720453,245551,21396,50,1
1216173,245556,75883,50,1
1170356,245559,75883,50,1
596428,245668,78573,50,1
667557,206,7091,50,1
667561,206,25969,51,1
597804,207,208,50,1
597800,207,19597,50,0
599701,209,19597,50,1
599702,209,19598,51,1
599704,209,246423,51,1
600937,210,211,50,0
607257,249513,71427,50,1
608208,212,62,52,1
608211,212,7095,51,1
608209,212,213,125,1
6890326,213,62,52,1
6890327,213,7095,51,1
1354402,250816,78573,50,1
610659,250825,78573,50,1
612113,250829,78573,50,1
6975189,250925,203918,50,1
611110,214,7095,51,1
611105,214,27175,51,1
611106,214,27176,52,1
12506187,215,100,50,1
12506188,215,152,51,1
12506189,215,153,52,1
12506190,215,154,125,1
613930,216,217,51,1
9734372,217,218,50,1
614427,219,252256,50,1
614429,219,252257,50,1
614426,219,19597,50,1
614430,219,19598,51,1
614433,219,208811,51,2
615168,252535,220,50,1
615169,252535,221,51,1
615463,222,7091,50,1
615468,222,25969,51,2
616649,253111,5667,50,1
683988,253112,5667,50,1
619351,223,7091,50,1
619352,223,40297,51,1
619353,223,22,51,1
619354,223,80,51,1
619359,223,80,52,1
619358,223,25969,51,1
6798802,224,19597,50,2
6798803,224,19598,51,1
6798804,224,209,52,1
622391,225,7091,50,1
622392,225,40297,51,0
622393,225,22,51,1
622394,225,80,51,1
622395,225,144,52,1
622396,225,143,125,1
622398,225,25969,51,1
622399,225,142,52,1
622559,226,252257,50,1
622558,226,19597,50,1
622560,226,19598,51,1
622561,226,246423,51,1
622562,226,209,52,1
622563,226,224,52,1
622592,227,252256,50,1
622594,227,252257,50,1
622591,227,19597,50,1
622595,227,19598,51,2
622597,227,246423,51,1
622598,227,209,52,1
622599,227,224,52,1
622758,228,252256,50,1
622760,228,252257,50,1
622757,228,19597,50,1
622761,228,19598,51,1
622763,228,246423,51,1
622764,228,209,52,1
622765,228,224,52,1
622814,229,252256,50,0
622816,229,252257,50,1
622813,229,19597,50,1
622817,229,19598,51,1
622819,229,246423,51,0
622820,229,209,52,1
622821,229,224,52,1
622924,230,252257,50,1
622923,230,19597,50,1
622925,230,19598,51,1
622926,230,25896,51,1
622927,230,246423,51,1
622928,230,209,52,1
622929,230,224,52,1
622944,231,252256,50,1
622946,231,252257,50,1
622943,231,19597,50,1
622947,231,19598,51,1
622949,231,246423,51,1
622950,231,209,52,1
622951,231,224,52,1
623656,232,7174,50,2
623659,232,233,125,1
623655,232,259,50,2
717425,233,7174,50,1
717424,233,259,50,1
624305,255773,78573,50,1
834156,255774,78573,50,1
624338,234,7174,50,1
624337,234,259,50,1
624481,235,252256,50,1
624483,235,252257,50,1
624480,235,19597,50,1
624484,235,19598,51,1
624486,235,246423,51,1
624487,235,209,52,1
624488,235,224,52,1
624825,236,7091,50,1
624826,236,40297,51,2
624827,236,22,51,1
624828,236,80,51,0
624833,236,80,52,1
624832,236,25969,51,1
625739,256252,75883,50,1
625888,256320,203918,50,1
1455861,256321,203918,50,1
625897,256325,203918,50,1
625913,256334,203918,50,1
625924,256341,203918,50,2
873391,256342,203918,50,1
630135,237,7091,50,1
630136,237,40297,51,1
630137,237,22,51,1
630138,237,80,51,1
630140,237,25969,51,1
630141,237,142,52,1
629774,257769,78573,50,1
629775,257769,149158,50,1
629794,257774,149158,50,1
629800,257778,149158,50,1
1142353,257780,62520,50,1
1142354,257780,203819,50,1
629852,238,7091,50,1
629853,238,39,51,1
630146,239,7091,50,1
630147,239,40297,51,1
630148,239,22,51,1
630149,239,80,51,1
630151,239,25969,51,0
630152,239,142,52,1
632202,258524,5667,50,2
1761558,258526,5667,50,1
632337,240,258575,50,1
635116,259531,78573,50,0
635133,259536,78573,50,1
636422,241,7091,50,1
636429,241,25969,51,1
639589,242,7091,50,1
639596,242,25969,51,0
641667,261915,5667,50,1
1268134,261916,5667,50,1
1056027,261920,5667,50,1
649951,243,7174,50,0
649955,243,2,51,1
649950,243,259,50,1
846393,265607,78573,50,1
3168876,265608,73140,50,2
1854473,265609,169351,50,0
2721776,265610,203918,50,1
13224459,265611,203918,50,2
1441266,265612,78573,50,1
4218065,265613,62520,50,1
4218066,265613,78573,50,1
1169749,265616,62520,50,1
1006144,265617,78573,50,2
3268061,244,7174,50,2
3268060,244,259,50,1
3268062,244,6941,51,1
652191,266051,78573,50,1
652192,266051,149158,50,2
652193,266051,75883,50,1
3236014,266052,78573,50,1
652198,266053,78573,50,1
652212,266058,78573,50,1
652228,266064,78573,50,1
652249,266073,149158,50,1
842794,266080,149158,50,1
8350553,266081,78573,50,1
8350554,266081,149158,50,1
1314614,266082,203918,50,1
652271,266083,149158,50,1
1011331,266094,149158,50,1
803597,266095,75883,50,1
652292,266096,78573,50,1
652304,266103,78573,50,0
652323,266110,149158,50,1
911204,266116,149158,50,1
652340,266118,78573,50,1
652367,266132,149158,50,1
15697344,266140,149158,50,1
652380,266141,149158,50,2
2196708,266547,5667,50,1
1623833,266550,5667,50,1
653455,266562,177655,50,1
1042414,268854,78573,50,1
1042415,268854,62520,50,1
1042416,268854,78573,50,1
1038796,268879,78573,50,2
1038797,268879,149158,50,2
660995,245,7174,50,1
660994,245,259,50,1
661318,269326,203819,50,1
1192282,269329,203819,50,1
4362567,269330,203819,50,1
791355,269333,203819,50,1
1692903,269334,203819,50,1
2191996,269335,10653,50,1
1648335,269338,203819,50,1
1018250,269339,62520,50,1
1018251,269339,73140,50,1
4841647,269341,203819,50,1
661361,269342,75883,50,1
1117880,269344,75883,50,1
2199750,269345,75883,50,1
1349300,269346,149158,50,1
1147451,269421,78573,50,0
9003678,269422,78573,50,1
6933781,269423,78573,50,1
5024567,269424,78573,50,1
14175047,269425,149158,50,1
847542,269426,175492,50,1
15309976,269485,78573,50,0
661995,246,7174,50,1
661996,246,8,51,1
661997,246,90,52,1
661994,246,259,50,1
662023,247,7091,50,1
662027,247,25969,51,1
4107706,269924,78573,50,1
1020256,269931,203918,50,1
1133909,269933,78573,50,1
1133910,269933,149158,50,1
999469,269939,78573,50,1
1893589,269940,149158,50,1
1020433,269941,149158,50,1
884306,269943,78573,50,2
665293,270990,78573,50,1
665324,271002,78573,50,1
1363165,271009,78573,50,1
665341,271010,78573,50,1
14737626,271011,78573,50,1
1164722,271018,78573,50,1
1687801,271019,78573,50,1
665358,271020,78573,50,1
1342815,271021,78573,50,2
1342816,271021,149158,50,1
1350629,271030,78573,50,1
665375,271031,78573,50,1
1339372,271042,78573,50,1
824118,271043,78573,50,1
1437711,271044,78573,50,1
665404,271045,78573,50,1
665426,271047,62520,50,2
665427,271047,78573,50,1
1559644,271048,78573,50,1
1153773,271056,62520,50,1
3121234,271057,62520,50,1
1154685,271062,62520,50,1
1153966,271063,62520,50,1
1153967,271063,78573,50,2
1153825,271064,75883,50,1
1153826,271064,62520,50,1
1153925,271065,62520,50,1
1154411,271068,78573,50,1
2756608,271145,75883,50,1
4606296,271210,42902,50,0
948139,271215,34281,50,1
948141,271215,5667,50,1
666073,248,271291,50,1
666075,248,271293,51,2
666076,248,271294,52,1
666074,248,271292,50,1
898796,249,7091,50,1
898799,249,25969,51,1
666356,271399,75883,50,1
