edge_id:int,source_id:int,target_id:int,label_id:int
5683323,1852681,58285,49
12018404,1852682,46509,48
5683330,1852683,56958,48
5683331,1852683,2632,49
5683387,1852697,46509,48
5683388,1852697,58278,49
5683408,1852702,46509,48
5683409,1852702,58278,49
5683436,1852706,46509,48
5683437,1852706,58285,49
5683450,1852708,46509,48
5683451,1852708,58285,49
5683470,1852714,56958,48
5683471,1852714,2632,49
5683529,1852732,46509,48
5683530,1852732,58285,49
9649183,1852733,46509,48
5683536,1852734,46509,48
5683537,1852734,58285,49
5683606,1852759,56958,48
5683607,1852759,2632,49
5683632,1852767,56958,48
5683633,1852767,2632,49
5683658,1852773,56958,48
5683659,1852773,2632,49
5683664,1852774,56958,48
5683665,1852774,2632,49
5683672,1852777,56958,48
5683673,1852777,2632,49
5683701,1852785,56958,48
5683702,1852785,2632,49
5683737,1852793,56958,48
5683738,1852793,2632,49
5683801,1852808,46509,48
11109188,1852814,46509,48
11109189,1852814,58285,49
11109190,1852814,60844,49
5683850,1852822,46509,48
5683851,1852822,58285,49
9860701,1852825,46509,48
9860702,1852825,58285,49
5683858,1852827,46509,48
5683859,1852827,58285,49
5683865,1852828,46509,48
5683866,1852828,58285,49
12018378,1852829,46509,48
5683874,1852832,46509,48
5683875,1852832,58285,49
5683920,1852841,46509,48
5683921,1852841,58285,49
5683927,1852842,46509,48
5683928,1852842,58278,49
5683942,1852844,46509,48
5683943,1852844,58285,49
5683949,1852845,46509,48
5683950,1852845,58278,49
5684178,1852908,46509,48
5684179,1852908,58285,49
5684217,1852914,257,48
5684218,1852914,258,49
5684219,1852914,6980,49
5697470,1856639,257,48
5697471,1856639,258,49
5708837,1859965,257,48
5708838,1859965,9854,49
16739778,1859966,257,48
16739779,1859966,9854,49
10493922,1859967,257,48
10493923,1859967,9854,49
5725723,1865278,257,48
5735699,1868424,56958,48
5735700,1868424,2632,49
5735705,1868427,56958,48
5735706,1868427,2632,49
5735711,1868428,56958,48
5735712,1868428,2632,49
5737412,1868929,46509,48
5737428,1868932,46509,48
5737429,1868932,58278,49
5742757,1870350,46509,48
5742758,1870350,58285,49
5742764,1870351,58285,49
5742800,1870359,46509,48
5742801,1870359,58278,49
5742807,1870360,46509,48
5742808,1870360,58278,49
5742814,1870361,46509,48
5742815,1870361,58278,49
5742876,1870383,46509,48
12018424,1870384,46509,48
12732807,1870385,46509,48
5742978,1870418,46509,48
5742979,1870418,58285,49
5742990,1870420,46509,48
5742991,1870420,58285,49
12732812,1870421,46509,48
5743004,1870422,46509,48
5743005,1870422,58285,49
5743011,1870423,46509,48
5743012,1870423,58285,49
5743055,1870436,46509,48
5743056,1870436,58278,49
5743090,1870446,46509,48
5749345,1872185,257,48
5749346,1872185,9854,49
5757106,1874458,56958,48
5757107,1874458,70579,49
5757111,1874458,2872,49
5766541,1877304,46509,48
12730138,1877305,46509,48
5766548,1877307,46509,48
5766554,1877308,46509,48
5766560,1877309,46509,48
5766567,1877311,46509,48
5766568,1877311,58285,49
5766582,1877313,46509,48
5766583,1877313,58285,49
5766588,1877314,46509,48
5766589,1877314,58285,49
5766594,1877315,46509,48
5766595,1877315,58285,49
5766600,1877316,46509,48
5766601,1877316,58285,49
16989258,1877317,46509,48
5766620,1877320,56958,48
5766621,1877320,2632,49
5766627,1877321,56958,48
5766628,1877321,2632,49
5766637,1877323,162658,49
5766644,1877324,56958,48
5766645,1877324,2632,49
5779335,1880938,46509,48
5779336,1880938,58278,49
11531914,1880939,46509,48
5779350,1880943,46509,48
5779351,1880943,58278,49
5779357,1880944,46509,48
5779358,1880944,58278,49
5779364,1880945,46509,48
5779365,1880945,58278,49
13147976,1880946,46509,48
13147977,1880946,58278,49
5779386,1880950,46509,48
5779387,1880950,58278,49
13129051,1880952,46509,48
13129052,1880952,58278,49
5779400,1880953,46509,48
5779401,1880953,58278,49
5779407,1880954,46509,48
5779408,1880954,58278,49
13147922,1880955,46509,48
13147923,1880955,58278,49
5779414,1880956,46509,48
5779415,1880956,58278,49
5779446,1880964,46509,48
5779447,1880964,58278,49
5779453,1880965,46509,48
5779454,1880965,58278,49
5779465,1880966,46509,48
5779466,1880966,58278,49
5779472,1880967,46509,48
5779473,1880967,58278,49
5779825,1881053,257,48
5779826,1881053,258,49
5780838,1881332,6526,48
5780839,1881332,314516,49
5785638,1882737,46509,48
5785639,1882737,58278,49
5785645,1882738,46509,48
5785646,1882738,58278,49
5785684,1882747,46509,48
5785685,1882747,58278,49
5785691,1882748,46509,48
5785692,1882748,58278,49
5785707,1882752,46509,48
5785708,1882752,58278,49
5785715,1882754,46509,48
5785716,1882754,58278,49
5785722,1882755,46509,48
5785723,1882755,58278,49
5785736,1882757,46509,48
5785737,1882757,58278,49
5785752,1882759,46509,48
5785753,1882759,58278,49
5785759,1882760,46509,48
5785760,1882760,58278,49
5785766,1882761,46509,48
5785767,1882761,58278,49
5785784,1882765,46509,48
5785785,1882765,58278,49
5785791,1882766,46509,48
5785792,1882766,58278,49
5785798,1882767,46509,48
5785799,1882767,58278,49
5785859,1882786,46509,48
5785860,1882786,58278,49
5785887,1882789,46509,48
5785888,1882789,58278,49
5785894,1882790,46509,48
5785895,1882790,58278,49
5785901,1882791,46509,48
5785902,1882791,58278,49
5785947,1882803,46509,48
5785948,1882803,58278,49
5785963,1882805,46509,48
5785964,1882805,58278,49
5785989,1882814,46509,48
5785990,1882814,58278,49
5785999,1882815,46509,48
5786000,1882815,58278,49
5786006,1882816,46509,48
5786007,1882816,58278,49
5786013,1882817,46509,48
5786014,1882817,58278,49
5786020,1882818,46509,48
5786021,1882818,58278,49
5786052,1882825,46509,48
5786053,1882825,58278,49
5786089,1882832,46509,48
5786090,1882832,58278,49
5786124,1882840,46509,48
5786125,1882840,58278,49
5786231,1882853,46509,48
5786232,1882853,58278,49
5786242,1882854,46509,48
5786243,1882854,58278,49
5786249,1882855,46509,48
5787931,1883255,46509,48
5787932,1883255,58278,49
5788007,1883269,46509,48
5788008,1883269,58278,49
5788029,1883274,46509,48
5788030,1883274,58278,49
5788036,1883275,46509,48
5788037,1883275,58278,49
5788043,1883277,46509,48
5788044,1883277,58278,49
5788057,1883279,46509,48
5788058,1883279,58278,49
5788064,1883280,46509,48
5788065,1883280,58278,49
5788170,1883298,56958,48
5788171,1883298,2632,49
5788186,1883301,56958,48
5788187,1883301,2632,49
5788200,1883303,56958,48
5788201,1883303,2632,49
5788292,1883333,56958,48
5788293,1883333,2632,49
5788298,1883334,56958,48
5788299,1883334,2632,49
5788316,1883338,56958,48
5788317,1883338,2632,49
9767610,1883339,56958,48
9767611,1883339,2632,49
5788384,1883361,56958,48
5788385,1883361,2632,49
5788479,1883378,56958,48
5788480,1883378,2632,49
11556057,1883379,56958,48
11556058,1883379,2632,49
5788513,1883383,56958,48
5788514,1883383,2632,49
5788523,1883386,56958,48
5788524,1883386,2632,49
5788530,1883387,56958,48
5788531,1883387,2632,49
5788536,1883388,56958,48
5788537,1883388,2632,49
5788544,1883389,56958,48
5788545,1883389,2632,49
7530643,1883390,56958,48
7530644,1883390,2632,49
5788644,1883427,56958,48
5788645,1883427,2632,49
5788652,1883428,56958,48
5788653,1883428,2632,49
5788665,1883431,56958,48
5788666,1883431,162658,49
5789758,1883764,257,48
5789759,1883764,9854,49
5790070,1883871,46509,48
5790071,1883871,58285,49
5790228,1883918,46509,48
5790229,1883918,58285,49
5790247,1883922,46509,48
5790248,1883922,58285,49
5790263,1883925,46509,48
5790279,1883929,46509,48
5790308,1883936,46509,48
5790309,1883936,58285,49
12018392,1883937,46509,48
5790331,1883943,46509,48
5790332,1883943,58285,49
5790365,1883945,46509,48
5790366,1883945,58285,49
5790372,1883946,46509,48
5790373,1883946,58285,49
5790379,1883947,46509,48
5790410,1883951,46509,48
5790411,1883951,58285,49
5790417,1883952,46509,48
5790418,1883952,58285,49
5790424,1883953,46509,48
5790425,1883953,58285,49
5790431,1883954,46509,48
5790432,1883954,58285,49
5790438,1883955,46509,48
5790439,1883955,58285,49
5790445,1883956,46509,48
5790446,1883956,58285,49
5790452,1883957,46509,48
5790459,1883958,46509,48
5790460,1883958,58285,49
5790466,1883959,46509,48
5790467,1883959,58285,49
5790474,1883961,46509,48
5790475,1883961,58285,49
5790485,1883963,46509,48
5790486,1883963,58285,49
5790492,1883964,46509,48
5790493,1883964,58285,49
5790505,1883967,46509,48
5790529,1883971,46509,48
5790530,1883971,58285,49
5790582,1883989,46509,48
5790583,1883989,58285,49
5790592,1883992,56958,48
5790593,1883992,2632,49
5790606,1883994,56958,48
5790607,1883994,2632,49
5790649,1884000,56958,48
5790650,1884000,2632,49
5790657,1884001,56958,48
5790658,1884001,2632,49
5790665,1884002,56958,48
5790666,1884002,2632,49
5790683,1884006,56958,48
5790684,1884006,2632,49
5790707,1884010,56958,48
5790708,1884010,2632,49
5790715,1884011,56958,48
5790716,1884011,2632,49
5790725,1884013,46509,48
5790726,1884013,58285,49
5790732,1884014,46509,48
5790733,1884014,58285,49
5790739,1884015,46509,48
5790740,1884015,58285,49
5790746,1884016,46509,48
5790747,1884016,58285,49
5790753,1884017,46509,48
5790754,1884017,58285,49
5790760,1884018,46509,48
5790761,1884018,58285,49
5790767,1884019,56958,48
5790768,1884019,2632,49
5790774,1884020,46509,48
5790775,1884020,58285,49
5790786,1884021,46509,48
5790787,1884021,58285,49
5790793,1884022,56958,48
5790794,1884022,2632,49
5790799,1884023,56958,48
5790800,1884023,2632,49
5790805,1884024,56958,48
5790806,1884024,2632,49
5790811,1884025,56958,48
5790812,1884025,2632,49
5790817,1884026,56958,48
5790818,1884026,2632,49
5790823,1884027,56958,48
5790824,1884027,2632,49
5790972,1884074,56958,48
5790973,1884074,2632,49
5790978,1884075,56958,48
5790979,1884075,2632,49
5790984,1884076,56958,48
5790985,1884076,2632,49
5790990,1884077,56958,48
5790991,1884077,2632,49
5790996,1884078,56958,48
5790997,1884078,2632,49
5791002,1884079,56958,48
5791003,1884079,2632,49
5791008,1884080,56958,48
5791009,1884080,2632,49
5791014,1884081,56958,48
5791015,1884081,2632,49
5791046,1884089,56958,48
5791047,1884089,2632,49
5791051,1884090,56958,48
5791052,1884090,2632,49
5791278,1884136,46509,48
5791279,1884136,58278,49
5791285,1884137,46509,48
5791286,1884137,58278,49
5791320,1884140,46509,48
5791321,1884140,58278,49
5791475,1884188,46509,48
5791476,1884188,58285,49
5791523,1884201,46509,48
5791524,1884201,58285,49
5791543,1884204,46509,48
5791544,1884204,58285,49
5791560,1884212,46509,48
5791561,1884212,58285,49
10322450,1884213,46509,48
5791568,1884214,46509,48
5791569,1884214,58278,49
5791575,1884215,46509,48
5791576,1884215,58278,49
5791591,1884221,46509,48
5791592,1884221,58278,49
5791600,1884223,46509,48
5791601,1884223,58278,49
5791671,1884240,46509,48
5791672,1884240,58285,49
5791687,1884246,46509,48
5791688,1884246,58285,49
5791743,1884261,46509,48
5791744,1884261,58285,49
5791755,1884263,46509,48
5791756,1884263,58285,49
5791767,1884265,46509,48
5791768,1884265,58285,49
10521814,1884266,46509,48
10521815,1884266,58279,48
13493888,1884267,46509,48
14123254,1884268,46509,48
14123173,1884269,46509,48
5805296,1888283,46509,48
5805297,1888283,58285,49
5805317,1888287,46509,48
5805318,1888287,58285,49
5805377,1888307,46509,48
5805378,1888307,58285,49
5805398,1888311,46509,48
5805399,1888311,58285,49
5805443,1888319,46509,48
5805444,1888319,58285,49
5805560,1888344,46509,48
5805561,1888344,58285,49
12018408,1888345,46509,48
5805639,1888360,46509,48
5805640,1888360,58285,49
5805729,1888384,46509,48
5805730,1888384,58285,49
5805746,1888386,46509,48
5805747,1888386,58285,49
5805766,1888390,46509,48
5805767,1888390,58285,49
6966427,1892268,46509,48
5820069,1892629,257,48
5820070,1892629,258,49
5820410,1892692,46509,48
5820411,1892692,58285,49
5820428,1892695,46509,48
5820429,1892695,58285,49
5820435,1892697,46509,48
5820436,1892697,58285,49
5820442,1892698,46509,48
5820443,1892698,58285,49
5820483,1892703,46509,48
5820484,1892703,58285,49
12018428,1892704,46509,48
11544810,1892705,46509,48
11544811,1892705,58285,49
5820530,1892723,46509,48
5820531,1892723,58285,49
5820564,1892732,46509,48
5820565,1892732,58285,49
5821878,1893134,46509,48
5821879,1893134,58285,49
6424663,1893135,46509,48
5821885,1893136,46509,48
5821886,1893136,58285,49
5821893,1893138,46509,48
5821894,1893138,58285,49
5821915,1893144,46509,48
5821916,1893144,58285,49
5821964,1893165,46509,48
5821965,1893165,58285,49
5821971,1893167,46509,48
5821972,1893167,58285,49
5821994,1893172,46509,48
5821995,1893172,58285,49
5822895,1893470,46509,48
5823167,1893562,46509,48
5823168,1893562,58285,49
5823222,1893581,46509,48
5823223,1893581,58285,49
5823229,1893582,46509,48
5823230,1893582,58285,49
5823267,1893595,46509,48
5823268,1893595,58285,49
5823274,1893597,46509,48
5823275,1893597,58285,49
5823288,1893599,46509,48
5823289,1893599,58285,49
5823299,1893601,46509,48
5823300,1893601,58285,49
5823309,1893604,46509,48
5823310,1893604,58285,49
5823353,1893616,46509,48
5823354,1893616,58285,49
5823371,1893618,46509,48
12730786,1893619,46509,48
5823378,1893620,46509,48
5823379,1893620,58285,49
5823385,1893621,46509,48
5823386,1893621,58285,49
5823451,1893632,46509,48
5823452,1893632,58285,49
5826118,1894385,56958,48
5826119,1894385,2632,49
5826140,1894394,162658,49
5826194,1894416,162658,49
5826259,1894469,162658,49
5826345,1894493,46509,48
5826346,1894493,58285,49
5826377,1894500,56958,48
5826378,1894500,2632,49
5826424,1894513,46509,48
5826425,1894513,58285,49
5826511,1894541,46509,48
5826512,1894541,58285,49
11566757,1894544,46509,48
11566758,1894544,58285,49
5826533,1894547,46509,48
5826534,1894547,58285,49
5826540,1894548,46509,48
5826541,1894548,58285,49
5826570,1894556,46509,48
5826571,1894556,58285,49
5826577,1894557,46509,48
5826578,1894557,58285,49
5826593,1894560,46509,48
5826594,1894560,58285,49
5826600,1894561,46509,48
5826601,1894561,58278,49
5826619,1894566,46509,48
5826877,1894642,46509,48
5826878,1894642,58285,49
5826904,1894653,46509,48
5826905,1894653,58278,49
5827042,1894687,46509,48
5827043,1894687,58278,49
5827098,1894705,46509,48
5827099,1894705,58285,49
5827131,1894717,46509,48
5827132,1894717,58285,49
5827174,1894732,46509,48
5827175,1894732,58285,49
5827181,1894734,46509,48
5827182,1894734,58285,49
5827188,1894735,46509,48
5827189,1894735,58285,49
5827221,1894746,46509,48
5827222,1894746,58285,49
5827251,1894754,46509,48
5827252,1894754,58285,49
5827258,1894756,46509,48
5827259,1894756,58285,49
5827391,1894790,46509,48
5827392,1894790,58285,49
5827409,1894794,46509,48
5827410,1894794,58285,49
5827437,1894799,46509,48
5827438,1894799,58285,49
5827489,1894812,46509,48
5827490,1894812,58285,49
5827520,1894821,46509,48
5827521,1894821,58285,49
5827556,1894834,46509,48
5827557,1894834,58285,49
5845142,1899792,6526,48
5845143,1899792,314516,49
5859941,1904192,6526,48
5861260,1904550,46509,48
5861261,1904550,58278,49
5865526,1905926,46509,48
5865527,1905926,58278,49
5874345,1908825,257,48
5874346,1908825,258,49
5875991,1909316,257,48
5875992,1909316,258,49
5878753,1910129,46509,48
5878754,1910129,58278,49
5883924,1911682,46509,48
5883925,1911682,58278,49
5883947,1911691,46509,48
5883948,1911691,58285,49
5888304,1912993,46509,48
5888305,1912993,58285,49
5888437,1913032,162658,49
5889215,1913220,46509,48
5889216,1913220,58285,49
5889296,1913238,56958,48
5889297,1913238,2632,49
5890738,1913656,257,48
5890739,1913656,258,49
5894085,1914836,46509,48
5894086,1914836,58285,49
5894127,1914844,46509,48
5894128,1914844,58278,49
5894326,1914908,46509,48
5894327,1914908,58285,49
5894349,1914914,46509,48
5894350,1914914,58285,49
5894435,1914940,46509,48
5894436,1914940,58278,49
5894637,1914994,257,48
5894638,1914994,258,49
5898443,1916138,257,48
5898444,1916138,258,49
5898445,1916138,221261,49
7709480,1916139,257,48
7709481,1916139,258,49
7709482,1916139,221261,49
5901778,1917131,46509,48
5901779,1917131,58278,49
5901820,1917143,46509,48
5901821,1917143,58278,49
5901884,1917161,46509,48
5901885,1917161,58278,49
5902058,1917205,46509,48
5902059,1917205,58285,49
5903763,1917646,46509,48
5903902,1917680,46509,48
5903903,1917680,58285,49
5903934,1917690,46509,48
5903962,1917697,46509,48
5903963,1917697,58285,49
5904259,1917776,46509,48
5904260,1917776,58285,49
5904324,1917798,162658,49
5904334,1917801,46509,48
5904335,1917801,58285,49
5904377,1917809,46509,48
5904378,1917809,58278,49
5904489,1917842,46509,48
5904490,1917842,58285,49
5905075,1917997,46509,48
5905076,1917997,58285,49
5905082,1917998,46509,48
5905083,1917998,58285,49
5905170,1918030,46509,48
5905171,1918030,58285,49
5905204,1918037,56958,48
5905205,1918037,2632,49
5905211,1918038,46509,48
5905212,1918038,58285,49
5905373,1918076,56958,48
5905374,1918076,2632,49
5905386,1918077,46509,48
5905387,1918077,58285,49
5905393,1918078,56958,48
5905394,1918078,2632,49
5905744,1918172,949,48
11257045,1918173,949,48
5905894,1918214,949,48
5908480,1919062,56958,48
5908481,1919062,2632,49
5909864,1919477,46509,48
5909865,1919477,58285,49
5909871,1919478,46509,48
5909872,1919478,58278,49
5909955,1919500,56958,48
5909956,1919500,2632,49
5910021,1919515,56958,48
5910022,1919515,2632,49
5910059,1919519,56958,48
5910060,1919519,2632,49
5910197,1919563,46509,48
5910198,1919563,58285,49
5910313,1919598,46509,48
5910314,1919598,58278,49
5910343,1919602,46509,48
5910344,1919602,58278,49
5910547,1919657,46509,48
5910548,1919657,58285,49
5910576,1919661,46509,48
5910577,1919661,58285,49
5910732,1919695,46509,48
5910733,1919695,58278,49
5910739,1919696,46509,48
5910740,1919696,58278,49
5911298,1919863,46509,48
5911299,1919863,58285,49
5911540,1919923,46509,48
5911541,1919923,58285,49
8807737,1919924,46509,48
5911618,1919952,46509,48
5911619,1919952,58285,49
5911665,1919967,46509,48
5911666,1919967,58278,49
5911692,1919975,46509,48
5911693,1919975,58278,49
5911699,1919976,46509,48
5911700,1919976,58278,49
5911726,1919984,46509,48
5911727,1919984,58285,49
5911756,1919991,46509,48
5911757,1919991,58285,49
5911954,1920052,46509,48
5911955,1920052,58285,49
5912006,1920068,46509,48
5912007,1920068,58285,49
5917027,1921455,949,48
9545816,1923676,46509,48
5924315,1923693,257,48
5924316,1923693,65859,49
5926977,1924453,257,48
5926978,1924453,65859,49
6893987,1924454,257,48
6893988,1924454,65859,49
6427605,1924455,257,48
6427606,1924455,65859,49
5927017,1924464,257,48
5927018,1924464,65859,49
5927074,1924475,257,48
5927075,1924475,65859,49
5927164,1924497,257,48
5927165,1924497,65859,49
5927182,1924499,257,48
5927183,1924499,65859,49
5927192,1924501,257,48
5927193,1924501,65859,49
5927210,1924503,257,48
5927211,1924503,65859,49
5932714,1926152,257,48
5932715,1926152,65859,49
5932723,1926153,257,48
5932724,1926153,65859,49
5932733,1926155,257,48
5932734,1926155,65859,49
5932771,1926161,257,48
5932772,1926161,65859,49
5932780,1926162,257,48
5932781,1926162,65859,49
5934945,1926785,257,48
5934946,1926785,65859,49
5936483,1927233,6526,48
5936484,1927233,6527,49
5938648,1927879,257,48
5938649,1927879,65859,49
5938657,1927880,257,48
5938658,1927880,65859,49
5938668,1927882,257,48
5938669,1927882,65859,49
5938677,1927883,257,48
5938678,1927883,65859,49
5938690,1927885,257,48
5938691,1927885,65859,49
5938699,1927886,257,48
5938700,1927886,65859,49
5938708,1927887,257,48
5938709,1927887,65859,49
5938818,1927909,257,48
5938819,1927909,65859,49
5938859,1927924,257,48
5938860,1927924,65859,49
5938890,1927929,257,48
5938891,1927929,65859,49
5939004,1927968,257,48
5939005,1927968,65859,49
5939309,1928042,257,48
5939310,1928042,65859,49
5939321,1928044,257,48
5939322,1928044,65859,49
5939339,1928045,257,48
5939340,1928045,65859,49
5939361,1928048,257,48
5939362,1928048,65859,49
5944839,1929615,257,48
5944840,1929615,65859,49
6926778,1931209,257,48
6926779,1931209,258,49
5970578,1937073,257,48
5970579,1937073,258,49
5970580,1937073,6980,49
5992113,1943643,257,48
5992114,1943643,2193,49
5992115,1943643,5445,49
6006377,1947989,257,48
6006378,1947989,1359,49
10188788,1947990,257,48
10188789,1947990,1359,49
6021512,1952699,257,48
6021513,1952699,258,49
6021514,1952699,6980,49
14077827,1955925,257,48
14077828,1955925,258,49
6056251,1959847,257,48
6056252,1959847,258,49
6056442,1959882,257,48
6056443,1959882,258,49
6056932,1959962,257,48
6056933,1959962,258,49
6057481,1960050,257,48
6057482,1960050,258,49
6069284,1962711,46509,48
6103436,1973017,257,48
6103437,1973017,1359,49
6106546,1973965,14600,48
6106547,1973965,252536,49
9835023,1973966,14600,48
9835024,1973966,252536,49
6108563,1974673,257,48
6108564,1974673,1359,49
6108660,1974705,257,48
6108661,1974705,1359,49
6108816,1974743,257,48
6108817,1974743,1359,49
6109030,1974798,257,48
6109031,1974798,1359,49
6114060,1976306,949,48
6134503,1980721,257,48
6134504,1980721,258,49
6140780,1982256,949,48
6141716,1982501,257,48
6141717,1982501,258,49
6141990,1982546,257,48
6141991,1982546,258,49
6141997,1982547,257,48
6141998,1982547,258,49
16441012,1985163,257,48
16441013,1985163,258,49
16441014,1985163,6980,49
6156330,1985848,257,48
6156331,1985848,258,49
6156736,1985964,257,48
6156737,1985964,258,49
6157073,1986028,257,48
6157074,1986028,258,49
6157075,1986028,6980,49
6157318,1986067,257,48
6157319,1986067,258,49
6157335,1986069,257,48
6157336,1986069,258,49
6159853,1986585,257,48
6159854,1986585,258,49
6166320,1988253,257,48
6166321,1988253,258,49
6166414,1988271,257,48
6166415,1988271,258,49
6167503,1988502,257,48
6167504,1988502,258,49
6167505,1988502,6980,49
6167688,1988530,257,48
6167689,1988530,258,49
6167690,1988530,6980,49
6167703,1988532,257,48
6167704,1988532,258,49
6167705,1988532,6980,49
6167749,1988538,257,48
6167750,1988538,258,49
6167751,1988538,6980,49
6171910,1989629,257,48
6171911,1989629,258,49
6193936,1994069,257,48
6193937,1994069,1359,49
6200322,1995374,257,48
6200323,1995374,258,49
6200568,1995504,257,48
6200569,1995504,258,49
6215487,1998382,257,48
6215488,1998382,258,49
6229186,2001411,257,48
6229187,2001411,258,49
6232759,2002207,2634,48
6236574,2003230,257,48
6236575,2003230,258,49
6237428,2003376,257,48
6237429,2003376,258,49
6237569,2003393,257,48
6237570,2003393,258,49
6237705,2003419,257,48
6237706,2003419,258,49
6237808,2003431,257,48
6237809,2003431,258,49
6237924,2003452,257,48
6237925,2003452,258,49
6237932,2003453,257,48
6237933,2003453,258,49
6244443,2005179,257,48
6244444,2005179,258,49
6244489,2005189,257,48
6244490,2005189,258,49
6244503,2005191,257,48
6244504,2005191,258,49
6244516,2005192,257,48
6244517,2005192,258,49
6244561,2005203,257,48
6244562,2005203,258,49
6244634,2005219,257,48
6244635,2005219,258,49
6244650,2005221,257,48
6244651,2005221,258,49
6244657,2005222,257,48
6244658,2005222,258,49
6244679,2005226,257,48
6244680,2005226,258,49
6244702,2005231,257,48
6244703,2005231,258,49
6244709,2005233,257,48
6244710,2005233,258,49
6244716,2005234,257,48
6244717,2005234,258,49
6244741,2005237,257,48
6244742,2005237,258,49
6244748,2005238,257,48
6244749,2005238,258,49
6259410,2008477,949,48
6259787,2008547,949,48
6261290,2008813,257,48
6261291,2008813,258,49
6261666,2008892,257,48
6261667,2008892,258,49
6262346,2009094,949,48
11256776,2009095,949,48
6262576,2009166,949,48
6319712,2009167,949,48
6282995,2015429,46509,48
6283010,2015432,257,48
6283011,2015432,258,49
6283012,2015432,221261,49
13202500,2021653,257,48
13202501,2021653,9854,49
6311166,2021659,257,48
6311167,2021659,34420,49
6311173,2021660,257,48
6311174,2021660,34420,49
6311523,2021772,257,48
6311524,2021772,52747,49
6311574,2021789,257,48
6311576,2021789,52747,49
6311575,2021789,9855,48
6364453,2021791,257,48
6364455,2021791,52747,49
6364454,2021791,9855,48
6311621,2021805,257,48
6311622,2021805,52747,49
6312874,2022192,949,48
7269854,2022194,949,48
16405845,2022195,949,48
6320167,2023990,949,48
6333314,2026558,257,48
6333315,2026558,2193,49
6333316,2026558,5445,49
10923255,2026559,257,48
10923256,2026559,2193,49
10923257,2026559,5445,49
11442258,2026560,257,48
11442259,2026560,2193,49
11442260,2026560,5445,49
6333370,2026569,257,48
6333371,2026569,2193,49
6333372,2026569,5445,49
6522336,2026570,257,48
6522337,2026570,2193,49
6522338,2026570,5445,49
6349584,2026571,257,48
6349585,2026571,2193,49
6349586,2026571,5445,49
6333405,2026579,257,48
6333406,2026579,2193,49
6333407,2026579,5445,49
6335498,2027098,949,48
6335520,2027099,949,48
6336161,2027246,949,48
6336891,2027431,949,48
6337284,2027509,949,48
6343283,2029225,257,48
6343284,2029225,258,49
6348610,2030918,257,48
6348611,2030918,2193,49
6348612,2030918,5445,49
6348815,2030920,257,48
6348816,2030920,2193,49
6348817,2030920,5445,49
6348685,2030937,257,48
6348686,2030937,2193,49
6348687,2030937,5445,49
6348710,2030941,949,48
6348833,2030965,257,48
6348834,2030965,2193,49
6348835,2030965,5445,49
6349468,2031094,257,48
6349469,2031094,2193,49
6349470,2031094,5445,49
6349481,2031097,257,48
6349482,2031097,2193,49
6349483,2031097,5445,49
6349488,2031098,257,48
6349489,2031098,2193,49
6349490,2031098,5445,49
8828663,2031099,257,48
8828664,2031099,2193,49
8828665,2031099,5445,49
6349501,2031102,257,48
6349502,2031102,2193,49
6349503,2031102,5445,49
6349508,2031103,257,48
6349509,2031103,2193,49
6349510,2031103,5445,49
6349567,2031114,257,48
6349568,2031114,2193,49
6349569,2031114,5445,49
6349625,2031124,257,48
6349626,2031124,2193,49
6349627,2031124,5445,49
6349634,2031126,257,48
6349635,2031126,2193,49
6349636,2031126,5445,49
6349641,2031127,257,48
6349642,2031127,2193,49
6349643,2031127,5445,49
6349648,2031128,257,48
6349649,2031128,2193,49
6349650,2031128,5445,49
6349725,2031132,257,48
6349726,2031132,2193,49
6349727,2031132,5445,49
6350180,2031222,257,48
6350181,2031222,2193,49
6350182,2031222,5445,49
6350366,2031223,257,48
6350367,2031223,2193,49
6350368,2031223,5445,49
6350349,2031261,257,48
6350350,2031261,2193,49
6350351,2031261,5445,49
6350356,2031262,257,48
6350357,2031262,2193,49
6350358,2031262,5445,49
6350870,2031366,257,48
6350871,2031366,2193,49
6350872,2031366,5445,49
6350930,2031377,257,48
6350931,2031377,2193,49
6350932,2031377,5445,49
6351034,2031396,257,48
6351035,2031396,2193,49
6351036,2031396,5445,49
6351044,2031398,257,48
6351045,2031398,2193,49
6351046,2031398,5445,49
6351090,2031406,257,48
6351091,2031406,2193,49
6351092,2031406,5445,49
6351654,2031539,257,48
6351655,2031539,2193,49
6351656,2031539,5445,49
14800838,2031540,257,48
14800839,2031540,2193,49
14800840,2031540,5445,49
6352867,2031774,257,48
6352869,2031774,5445,49
6352868,2031774,2193,49
14259346,2031775,257,48
14259347,2031775,2193,49
14259348,2031775,5445,49
6352949,2031776,257,48
6352950,2031776,2193,49
6352951,2031776,5445,49
6352880,2031779,257,48
6352881,2031779,2193,49
6352882,2031779,5445,49
6352918,2031787,257,48
6352919,2031787,2193,49
6352920,2031787,5445,49
6353026,2031806,257,48
6353027,2031806,2193,49
6353028,2031806,5445,49
6353044,2031807,257,48
6353045,2031807,2193,49
6353046,2031807,5445,49
6356868,2032910,257,48
6356869,2032910,2193,49
6356870,2032910,5445,49
6359080,2033391,257,48
6359081,2033391,2193,49
6359082,2033391,101021,49
6359101,2033395,257,48
6359102,2033395,2193,49
6359103,2033395,5445,49
6359335,2033464,257,48
6359336,2033464,2193,49
6359337,2033464,5445,49
6359482,2033465,257,48
6359483,2033465,2193,49
6359484,2033465,5445,49
