edge_id:int64,source_id:int64,target_id:int64,label_id:int,graph_id:int
3,3,1,49,438
4,3,4,51,438
1,1,0,48,439
2,1,2,48,439
3,3,1,49,439
4,3,4,51,439
1,1,0,48,440
2,1,2,48,440
3,3,1,49,440
4,3,4,51,440
1,1,0,48,441
2,1,2,48,441
3,3,1,49,441
4,3,4,51,441
1,1,0,48,442
2,1,2,48,442
3,3,1,49,442
4,3,4,51,442
1,1,0,48,443
2,1,2,48,443
3,3,1,49,443
4,3,4,51,443
1,1,0,48,444
2,1,2,48,444
3,3,1,49,444
4,3,4,51,444
1,1,0,48,445
2,1,2,48,445
3,3,1,49,445
4,3,4,51,445
1,1,0,49,446
4,1,4,50,446
2,2,1,50,446
3,2,3,48,446
1,1,0,49,447
4,1,4,50,447
2,2,1,50,447
3,2,3,48,447
1,1,0,49,448
4,1,4,50,448
2,2,1,50,448
3,2,3,48,448
1,1,0,49,449
4,1,4,50,449
2,2,1,50,449
3,2,3,48,449
1,1,0,49,450
4,1,4,50,450
2,2,1,50,450
3,2,3,48,450
1,1,0,49,451
4,1,4,50,451
2,2,1,50,451
3,2,3,48,451
1,1,0,49,452
4,1,4,50,452
2,2,1,50,452
3,2,3,48,452
1,1,0,49,453
4,1,4,50,453
2,2,1,50,453
3,2,3,48,453
1,1,0,49,454
4,1,4,50,454
2,2,1,50,454
3,2,3,48,454
1,1,0,49,455
2,1,2,49,455
3,3,1,52,455
4,3,4,50,455
1,1,0,49,456
2,1,2,49,456
3,3,1,52,456
4,3,4,50,456
1,1,0,49,457
2,1,2,49,457
3,3,1,52,457
4,3,4,50,457
1,1,0,49,458
2,1,2,49,458
3,3,1,52,458
4,3,4,50,458
1,1,0,49,459
2,1,2,49,459
3,3,1,52,459
4,3,4,50,459
1,1,0,49,460
2,1,2,49,460
3,3,1,52,460
4,3,4,50,460
1,1,0,49,461
2,1,2,49,461
3,3,1,52,461
4,3,4,50,461
1,1,0,49,462
2,1,2,49,462
3,3,1,52,462
4,3,4,50,462
1,1,0,49,463
2,1,2,49,463
3,3,1,52,463
4,3,4,50,463
1,1,0,49,464
2,1,2,49,464
3,3,1,52,464
4,3,4,50,464
1,1,0,49,465
2,1,2,49,465
3,3,1,52,465
4,3,4,50,465
1,1,0,49,466
2,1,2,49,466
3,3,1,51,466
4,3,4,52,466
1,1,0,49,467
2,1,2,49,467
3,3,1,51,467
4,3,4,52,467
1,1,0,49,468
2,1,2,49,468
3,3,1,51,468
4,3,4,52,468
1,1,0,49,469
2,1,2,49,469
3,3,1,51,469
4,3,4,52,469
1,1,0,49,470
2,1,2,49,470
3,3,1,51,470
4,3,4,52,470
1,1,0,49,471
2,1,2,49,471
3,3,1,51,471
4,3,4,52,471
1,1,0,49,472
2,1,2,49,472
3,3,1,51,472
4,3,4,52,472
1,1,0,49,473
2,1,2,49,473
3,3,1,51,473
4,3,4,52,473
1,1,0,49,474
2,1,2,49,474
3,3,1,51,474
4,3,4,52,474
1,1,0,49,475
2,1,2,49,475
3,3,1,51,475
4,3,4,52,475
1,1,0,49,476
4,1,4,49,476
2,2,1,50,476
3,2,3,48,476
1,1,0,49,477
4,1,4,49,477
2,2,1,50,477
3,2,3,48,477
1,1,0,49,478
4,1,4,49,478
2,2,1,50,478
3,2,3,48,478
1,1,0,49,479
4,1,4,49,479
2,2,1,50,479
3,2,3,48,479
1,1,0,49,480
4,1,4,49,480
2,2,1,50,480
3,2,3,48,480
1,1,0,49,481
4,1,4,49,481
2,2,1,50,481
3,2,3,48,481
1,1,0,49,482
4,1,4,49,482
2,2,1,50,482
3,2,3,48,482
1,1,0,49,483
4,1,4,49,483
2,2,1,50,483
3,2,3,48,483
1,1,0,49,484
4,1,4,49,484
2,2,1,50,484
3,2,3,48,484
1,1,0,49,485
4,1,4,48,485
2,2,1,50,485
3,2,3,125,485
1,1,0,49,486
4,1,4,48,486
2,2,1,50,486
3,2,3,125,486
1,1,0,49,487
4,1,4,48,487
2,2,1,50,487
3,2,3,125,487
1,1,0,49,488
4,1,4,48,488
2,2,1,50,488
3,2,3,125,488
1,1,0,49,489
4,1,4,48,489
2,2,1,50,489
3,2,3,125,489
1,1,0,49,490
4,1,4,48,490
2,2,1,50,490
3,2,3,125,490
1,1,0,49,491
4,1,4,48,491
2,2,1,50,491
3,2,3,125,491
1,1,0,49,492
4,1,4,48,492
2,2,1,50,492
3,2,3,125,492
1,1,0,49,493
4,1,4,48,493
2,2,1,50,493
3,2,3,125,493
1,1,0,49,494
4,1,4,48,494
2,2,1,50,494
3,2,3,125,494
1,1,0,52,495
2,1,2,50,495
4,1,4,50,495
3,2,3,48,495
1,1,0,52,496
2,1,2,50,496
4,1,4,50,496
3,2,3,48,496
1,1,0,52,497
2,1,2,50,497
4,1,4,50,497
3,2,3,48,497
1,1,0,52,498
2,1,2,50,498
4,1,4,50,498
3,2,3,48,498
1,1,0,52,499
2,1,2,50,499
4,1,4,50,499
3,2,3,48,499
1,1,0,52,500
2,1,2,50,500
4,1,4,50,500
3,2,3,48,500
1,1,0,52,501
2,1,2,50,501
4,1,4,50,501
3,2,3,48,501
1,1,0,52,502
2,1,2,50,502
4,1,4,50,502
3,2,3,48,502
1,1,0,52,503
2,1,2,50,503
4,1,4,50,503
3,2,3,48,503
1,1,0,52,504
2,1,2,50,504
4,1,4,50,504
3,2,3,48,504
1,1,0,52,505
2,1,2,50,505
4,1,4,50,505
3,2,3,48,505
1,1,0,49,506
4,1,4,49,506
2,2,1,50,506
3,2,3,52,506
1,1,0,49,507
4,1,4,49,507
2,2,1,50,507
3,2,3,52,507
1,1,0,49,508
4,1,4,49,508
2,2,1,50,508
3,2,3,52,508
1,1,0,49,509
4,1,4,49,509
2,2,1,50,509
3,2,3,52,509
1,1,0,49,510
4,1,4,49,510
2,2,1,50,510
3,2,3,52,510
1,1,0,49,511
4,1,4,49,511
2,2,1,50,511
3,2,3,52,511
1,1,0,49,512
4,1,4,49,512
2,2,1,50,512
3,2,3,52,512
1,1,0,49,513
4,1,4,49,513
2,2,1,50,513
3,2,3,52,513
1,1,0,49,514
4,1,4,49,514
2,2,1,50,514
3,2,3,52,514
1,1,0,49,515
4,1,4,49,515
2,2,1,50,515
3,2,3,52,515
1,1,0,49,516
2,1,2,49,516
3,3,1,50,516
4,4,1,50,516
1,1,0,49,517
2,1,2,49,517
3,3,1,50,517
4,4,1,50,517
1,1,0,49,518
2,1,2,49,518
3,3,1,50,518
4,4,1,50,518
1,1,0,49,519
2,1,2,49,519
3,3,1,50,519
4,4,1,50,519
1,1,0,49,520
2,1,2,49,520
3,3,1,50,520
4,4,1,50,520
1,1,0,49,521
2,1,2,49,521
3,3,1,50,521
4,4,1,50,521
1,1,0,49,522
2,1,2,49,522
3,3,1,50,522
4,4,1,50,522
1,1,0,49,523
2,1,2,49,523
3,3,1,50,523
4,4,1,50,523
1,1,0,49,524
2,1,2,49,524
3,3,1,50,524
4,4,1,50,524
1,1,0,49,525
2,1,2,49,525
3,3,1,50,525
4,4,1,50,525
1,1,0,49,526
2,1,2,49,526
3,3,1,51,526
4,3,4,48,526
1,1,0,49,527
2,1,2,49,527
3,3,1,51,527
4,3,4,48,527
1,1,0,49,528
2,1,2,49,528
3,3,1,51,528
4,3,4,48,528
1,1,0,49,529
2,1,2,49,529
3,3,1,51,529
4,3,4,48,529
1,1,0,49,530
2,1,2,49,530
3,3,1,51,530
4,3,4,48,530
1,1,0,49,531
2,1,2,49,531
3,3,1,51,531
4,3,4,48,531
1,1,0,49,532
2,1,2,49,532
3,3,1,51,532
4,3,4,48,532
1,1,0,49,533
2,1,2,49,533
3,3,1,51,533
4,3,4,48,533
1,1,0,49,534
2,1,2,49,534
3,3,1,51,534
4,3,4,48,534
1,1,0,49,535
2,1,2,49,535
3,3,1,51,535
4,3,4,48,535
1,1,0,49,536
2,1,2,49,536
3,3,1,51,536
4,3,4,48,536
1,1,0,51,537
2,1,2,49,537
4,1,4,52,537
3,2,3,48,537
1,1,0,51,538
2,1,2,49,538
4,1,4,52,538
3,2,3,48,538
1,1,0,51,539
2,1,2,49,539
4,1,4,52,539
3,2,3,48,539
1,1,0,51,540
2,1,2,49,540
4,1,4,52,540
3,2,3,48,540
1,1,0,51,541
2,1,2,49,541
4,1,4,52,541
3,2,3,48,541
1,1,0,51,542
2,1,2,49,542
4,1,4,52,542
3,2,3,48,542
1,1,0,51,543
2,1,2,49,543
4,1,4,52,543
3,2,3,48,543
1,1,0,51,544
2,1,2,49,544
4,1,4,52,544
3,2,3,48,544
1,1,0,51,545
2,1,2,49,545
4,1,4,52,545
3,2,3,48,545
1,1,0,51,546
2,1,2,49,546
4,1,4,52,546
3,2,3,48,546
1,1,0,49,547
2,1,2,49,547
3,3,1,51,547
4,4,1,51,547
1,1,0,49,548
2,1,2,49,548
3,3,1,51,548
4,4,1,51,548
1,1,0,49,549
2,1,2,49,549
3,3,1,51,549
4,4,1,51,549
1,1,0,49,550
2,1,2,49,550
3,3,1,51,550
4,4,1,51,550
1,1,0,49,551
2,1,2,49,551
3,3,1,51,551
4,4,1,51,551
1,1,0,49,552
2,1,2,49,552
3,3,1,51,552
4,4,1,51,552
1,1,0,49,553
2,1,2,49,553
3,3,1,51,553
4,4,1,51,553
1,1,0,49,554
2,1,2,49,554
3,3,1,51,554
4,4,1,51,554
1,1,0,49,555
2,1,2,49,555
3,3,1,51,555
4,4,1,51,555
1,1,0,49,556
2,1,2,49,556
3,3,1,51,556
4,4,1,51,556
1,1,0,49,557
2,1,2,49,557
3,3,1,51,557
4,4,1,51,557
1,1,0,51,558
2,1,2,50,558
4,1,4,50,558
3,2,3,48,558
1,1,0,51,559
2,1,2,50,559
4,1,4,50,559
3,2,3,48,559
1,1,0,51,560
2,1,2,50,560
4,1,4,50,560
3,2,3,48,560
1,1,0,51,561
2,1,2,50,561
4,1,4,50,561
3,2,3,48,561
1,1,0,51,562
2,1,2,50,562
4,1,4,50,562
3,2,3,48,562
1,1,0,51,563
2,1,2,50,563
4,1,4,50,563
3,2,3,48,563
1,1,0,51,564
2,1,2,50,564
4,1,4,50,564
3,2,3,48,564
1,1,0,51,565
2,1,2,50,565
4,1,4,50,565
3,2,3,48,565
1,1,0,51,566
2,1,2,50,566
4,1,4,50,566
3,2,3,48,566
1,1,0,51,567
2,1,2,50,567
4,1,4,50,567
3,2,3,48,567
1,1,0,51,568
2,1,2,50,568
4,1,4,50,568
3,2,3,48,568
3,0,3,48,569
1,1,0,49,569
2,2,1,50,569
4,4,1,50,569
3,0,3,48,570
1,1,0,49,570
2,2,1,50,570
4,4,1,50,570
3,0,3,48,571
1,1,0,49,571
2,2,1,50,571
4,4,1,50,571
3,0,3,48,572
1,1,0,49,572
2,2,1,50,572
4,4,1,50,572
3,0,3,48,573
1,1,0,49,573
2,2,1,50,573
4,4,1,50,573
3,0,3,48,574
1,1,0,49,574
2,2,1,50,574
4,4,1,50,574
3,0,3,48,575
1,1,0,49,575
2,2,1,50,575
4,4,1,50,575
3,0,3,48,576
1,1,0,49,576
2,2,1,50,576
4,4,1,50,576
3,0,3,48,577
1,1,0,49,577
2,2,1,50,577
4,4,1,50,577
1,1,0,49,578
4,1,4,49,578
2,2,1,50,578
3,2,3,51,578
1,1,0,49,579
4,1,4,49,579
2,2,1,50,579
3,2,3,51,579
1,1,0,49,580
4,1,4,49,580
2,2,1,50,580
3,2,3,51,580
1,1,0,49,581
4,1,4,49,581
2,2,1,50,581
3,2,3,51,581
1,1,0,49,582
4,1,4,49,582
2,2,1,50,582
3,2,3,51,582
1,1,0,49,583
4,1,4,49,583
2,2,1,50,583
3,2,3,51,583
1,1,0,49,584
4,1,4,49,584
2,2,1,50,584
3,2,3,51,584
1,1,0,49,585
4,1,4,49,585
2,2,1,50,585
3,2,3,51,585
1,1,0,49,586
4,1,4,49,586
2,2,1,50,586
3,2,3,51,586
1,1,0,49,587
4,1,4,49,587
2,2,1,50,587
3,2,3,51,587
4,0,4,48,588
1,1,0,49,588
2,1,2,50,588
3,3,1,52,588
4,0,4,48,589
1,1,0,49,589
2,1,2,50,589
3,3,1,52,589
4,0,4,48,590
1,1,0,49,590
2,1,2,50,590
3,3,1,52,590
4,0,4,48,591
1,1,0,49,591
2,1,2,50,591
3,3,1,52,591
4,0,4,48,592
1,1,0,49,592
2,1,2,50,592
3,3,1,52,592
4,0,4,48,593
1,1,0,49,593
2,1,2,50,593
3,3,1,52,593
4,0,4,48,594
1,1,0,49,594
2,1,2,50,594
3,3,1,52,594
4,0,4,48,595
1,1,0,49,595
2,1,2,50,595
3,3,1,52,595
4,0,4,48,596
1,1,0,49,596
2,1,2,50,596
3,3,1,52,596
4,0,4,48,597
1,1,0,49,597
2,1,2,50,597
3,3,1,52,597
4,0,4,48,598
1,1,0,49,598
2,1,2,50,598
3,3,1,52,598
1,1,0,48,599
2,1,2,48,599
3,3,1,49,599
4,3,4,50,599
1,1,0,48,600
2,1,2,48,600
3,3,1,49,600
4,3,4,50,600
1,1,0,48,601
2,1,2,48,601
3,3,1,49,601
4,3,4,50,601
1,1,0,48,602
2,1,2,48,602
3,3,1,49,602
4,3,4,50,602
1,1,0,48,603
2,1,2,48,603
3,3,1,49,603
4,3,4,50,603
1,1,0,48,604
2,1,2,48,604
3,3,1,49,604
4,3,4,50,604
1,1,0,48,605
2,1,2,48,605
3,3,1,49,605
4,3,4,50,605
1,1,0,48,606
2,1,2,48,606
3,3,1,49,606
4,3,4,50,606
4,0,4,48,607
1,1,0,49,607
2,1,2,50,607
3,3,1,51,607
4,0,4,48,608
1,1,0,49,608
2,1,2,50,608
3,3,1,51,608
4,0,4,48,609
1,1,0,49,609
2,1,2,50,609
3,3,1,51,609
4,0,4,48,610
1,1,0,49,610
2,1,2,50,610
3,3,1,51,610
4,0,4,48,611
1,1,0,49,611
2,1,2,50,611
3,3,1,51,611
4,0,4,48,612
1,1,0,49,612
2,1,2,50,612
3,3,1,51,612
4,0,4,48,613
1,1,0,49,613
2,1,2,50,613
3,3,1,51,613
4,0,4,48,614
1,1,0,49,614
2,1,2,50,614
3,3,1,51,614
4,0,4,48,615
1,1,0,49,615
2,1,2,50,615
3,3,1,51,615
4,0,4,48,616
1,1,0,49,616
2,1,2,50,616
3,3,1,51,616
4,0,4,48,617
1,1,0,49,617
2,1,2,50,617
3,3,1,51,617
4,0,4,48,618
1,1,0,49,618
2,2,0,49,618
3,3,2,51,618
4,0,4,48,619
1,1,0,49,619
2,2,0,49,619
3,3,2,51,619
4,0,4,48,620
1,1,0,49,620
2,2,0,49,620
3,3,2,51,620
4,0,4,48,621
1,1,0,49,621
2,2,0,49,621
3,3,2,51,621
4,0,4,48,622
1,1,0,49,622
2,2,0,49,622
3,3,2,51,622
4,0,4,48,623
1,1,0,49,623
2,2,0,49,623
3,3,2,51,623
4,0,4,48,624
1,1,0,49,624
2,2,0,49,624
3,3,2,51,624
4,0,4,48,625
1,1,0,49,625
2,2,0,49,625
3,3,2,51,625
4,0,4,48,626
1,1,0,49,626
2,2,0,49,626
3,3,2,51,626
4,0,4,48,627
1,1,0,49,627
2,2,0,49,627
3,3,2,51,627
4,0,4,48,628
1,1,0,49,628
2,2,0,49,628
3,3,2,51,628
4,0,4,48,629
1,1,0,49,629
2,2,0,49,629
3,3,2,51,629
1,1,0,49,630
2,1,2,49,630
3,3,1,51,630
4,3,4,50,630
1,1,0,49,631
2,1,2,49,631
3,3,1,51,631
4,3,4,50,631
1,1,0,49,632
2,1,2,49,632
3,3,1,51,632
4,3,4,50,632
1,1,0,49,633
2,1,2,49,633
3,3,1,51,633
4,3,4,50,633
1,1,0,49,634
2,1,2,49,634
3,3,1,51,634
4,3,4,50,634
1,1,0,49,635
2,1,2,49,635
3,3,1,51,635
4,3,4,50,635
1,1,0,49,636
2,1,2,49,636
3,3,1,51,636
4,3,4,50,636
1,1,0,49,637
2,1,2,49,637
3,3,1,51,637
4,3,4,50,637
1,1,0,49,638
2,1,2,49,638
3,3,1,51,638
4,3,4,50,638
1,1,0,49,639
2,1,2,49,639
3,3,1,51,639
4,3,4,50,639
1,1,0,49,640
2,1,2,49,640
3,3,1,51,640
4,3,4,50,640
2,0,2,49,641
1,1,0,52,641
4,2,4,48,641
3,3,2,49,641
2,0,2,49,642
1,1,0,52,642
4,2,4,48,642
3,3,2,49,642
2,0,2,49,643
1,1,0,52,643
4,2,4,48,643
3,3,2,49,643
2,0,2,49,644
1,1,0,52,644
4,2,4,48,644
3,3,2,49,644
2,0,2,49,645
1,1,0,52,645
4,2,4,48,645
3,3,2,49,645
2,0,2,49,646
1,1,0,52,646
4,2,4,48,646
3,3,2,49,646
2,0,2,49,647
1,1,0,52,647
4,2,4,48,647
3,3,2,49,647
2,0,2,49,648
1,1,0,52,648
4,2,4,48,648
3,3,2,49,648
2,0,2,49,649
1,1,0,52,649
4,2,4,48,649
3,3,2,49,649
2,0,2,49,650
1,1,0,52,650
4,2,4,48,650
3,3,2,49,650
2,0,2,49,651
1,1,0,52,651
4,2,4,48,651
3,3,2,49,651
1,1,0,49,652
2,2,1,50,652
3,2,3,52,652
4,2,4,51,652
1,1,0,49,653
2,2,1,50,653
3,2,3,52,653
4,2,4,51,653
1,1,0,49,654
2,2,1,50,654
3,2,3,52,654
4,2,4,51,654
1,1,0,49,655
2,2,1,50,655
3,2,3,52,655
4,2,4,51,655
1,1,0,49,656
2,2,1,50,656
3,2,3,52,656
4,2,4,51,656
1,1,0,49,657
2,2,1,50,657
3,2,3,52,657
4,2,4,51,657
1,1,0,49,658
2,2,1,50,658
3,2,3,52,658
4,2,4,51,658
1,1,0,49,659
2,2,1,50,659
3,2,3,52,659
4,2,4,51,659
1,1,0,49,660
2,2,1,50,660
3,2,3,52,660
4,2,4,51,660
1,1,0,49,661
2,2,1,50,661
3,2,3,52,661
4,2,4,51,661
1,1,0,49,662
2,2,1,50,662
3,2,3,52,662
4,2,4,51,662
4,0,4,48,663
1,1,0,49,663
2,2,1,50,663
3,3,0,49,663
4,0,4,48,664
1,1,0,49,664
2,2,1,50,664
3,3,0,49,664
4,0,4,48,665
1,1,0,49,665
2,2,1,50,665
3,3,0,49,665
4,0,4,48,666
1,1,0,49,666
2,2,1,50,666
3,3,0,49,666
4,0,4,48,667
1,1,0,49,667
2,2,1,50,667
3,3,0,49,667
4,0,4,48,668
1,1,0,49,668
2,2,1,50,668
3,3,0,49,668
4,0,4,48,669
1,1,0,49,669
2,2,1,50,669
3,3,0,49,669
4,0,4,48,670
1,1,0,49,670
2,2,1,50,670
3,3,0,49,670
4,0,4,48,671
1,1,0,49,671
2,2,1,50,671
3,3,0,49,671
4,0,4,48,672
1,1,0,49,672
2,2,1,50,672
3,3,0,49,672
1,1,0,48,673
2,2,0,48,673
3,3,2,49,673
4,4,2,49,673
1,1,0,48,674
2,2,0,48,674
3,3,2,49,674
4,4,2,49,674
1,1,0,48,675
2,2,0,48,675
3,3,2,49,675
4,4,2,49,675
1,1,0,48,676
2,2,0,48,676
3,3,2,49,676
4,4,2,49,676
1,1,0,48,677
2,2,0,48,677
3,3,2,49,677
4,4,2,49,677
1,1,0,48,678
2,2,0,48,678
3,3,2,49,678
4,4,2,49,678
1,1,0,48,679
2,2,0,48,679
3,3,2,49,679
4,4,2,49,679
1,1,0,48,680
2,2,0,48,680
3,3,2,49,680
4,4,2,49,680
1,1,0,48,681
2,2,0,48,681
3,3,2,49,681
4,4,2,49,681
1,1,0,48,682
2,2,0,48,682
3,3,2,49,682
4,4,2,49,682
1,1,0,49,683
2,1,2,50,683
4,2,4,48,683
3,3,1,51,683
1,1,0,49,684
2,1,2,50,684
4,2,4,48,684
3,3,1,51,684
1,1,0,49,685
2,1,2,50,685
4,2,4,48,685
3,3,1,51,685
1,1,0,49,686
2,1,2,50,686
4,2,4,48,686
3,3,1,51,686
1,1,0,49,687
2,1,2,50,687
4,2,4,48,687
3,3,1,51,687
1,1,0,49,688
2,1,2,50,688
4,2,4,48,688
3,3,1,51,688
1,1,0,49,689
2,1,2,50,689
4,2,4,48,689
3,3,1,51,689
1,1,0,49,690
2,1,2,50,690
4,2,4,48,690
3,3,1,51,690
1,1,0,49,691
2,1,2,50,691
4,2,4,48,691
3,3,1,51,691
1,1,0,49,692
2,1,2,50,692
4,2,4,48,692
3,3,1,51,692
1,1,0,49,693
2,1,2,50,693
4,2,4,48,693
3,3,1,51,693
1,1,0,51,694
2,1,2,50,694
4,1,4,52,694
3,2,3,48,694
1,1,0,51,695
2,1,2,50,695
4,1,4,52,695
3,2,3,48,695
1,1,0,51,696
2,1,2,50,696
4,1,4,52,696
3,2,3,48,696
1,1,0,51,697
2,1,2,50,697
4,1,4,52,697
3,2,3,48,697
1,1,0,51,698
2,1,2,50,698
4,1,4,52,698
3,2,3,48,698
1,1,0,51,699
2,1,2,50,699
4,1,4,52,699
3,2,3,48,699
1,1,0,51,700
2,1,2,50,700
4,1,4,52,700
3,2,3,48,700
1,1,0,51,701
2,1,2,50,701
4,1,4,52,701
3,2,3,48,701
1,1,0,51,702
2,1,2,50,702
4,1,4,52,702
3,2,3,48,702
1,1,0,51,703
2,1,2,50,703
4,1,4,52,703
3,2,3,48,703
1,1,0,51,704
2,1,2,50,704
4,1,4,52,704
3,2,3,48,704
1,1,0,49,705
2,2,1,50,705
3,3,0,49,705
4,4,1,50,705
1,1,0,49,706
2,2,1,50,706
3,3,0,49,706
4,4,1,50,706
1,1,0,49,707
2,2,1,50,707
3,3,0,49,707
4,4,1,50,707
1,1,0,49,708
2,2,1,50,708
3,3,0,49,708
4,4,1,50,708
1,1,0,49,709
2,2,1,50,709
3,3,0,49,709
4,4,1,50,709
1,1,0,49,710
2,2,1,50,710
3,3,0,49,710
4,4,1,50,710
1,1,0,49,711
2,2,1,50,711
3,3,0,49,711
4,4,1,50,711
1,1,0,49,712
2,2,1,50,712
3,3,0,49,712
4,4,1,50,712
1,1,0,49,713
2,2,1,50,713
3,3,0,49,713
4,4,1,50,713
1,1,0,49,714
2,2,1,50,714
3,3,0,49,714
4,4,1,50,714
1,1,0,49,715
2,2,1,50,715
3,3,0,49,715
4,4,1,50,715
1,1,0,49,716
4,1,4,48,716
2,2,1,50,716
3,2,3,52,716
1,1,0,49,717
4,1,4,48,717
2,2,1,50,717
3,2,3,52,717
1,1,0,49,718
4,1,4,48,718
2,2,1,50,718
3,2,3,52,718
1,1,0,49,719
4,1,4,48,719
2,2,1,50,719
3,2,3,52,719
1,1,0,49,720
4,1,4,48,720
2,2,1,50,720
3,2,3,52,720
1,1,0,49,721
4,1,4,48,721
2,2,1,50,721
3,2,3,52,721
1,1,0,49,722
4,1,4,48,722
2,2,1,50,722
3,2,3,52,722
1,1,0,49,723
4,1,4,48,723
2,2,1,50,723
3,2,3,52,723
1,1,0,49,724
4,1,4,48,724
2,2,1,50,724
3,2,3,52,724
1,1,0,49,725
4,1,4,48,725
2,2,1,50,725
3,2,3,52,725
1,1,0,49,726
4,1,4,48,726
2,2,1,50,726
3,2,3,52,726
1,1,0,49,727
4,1,4,48,727
2,2,1,50,727
3,2,3,52,727
1,1,0,49,728
4,1,4,48,728
2,2,1,50,728
3,2,3,52,728
1,1,0,49,729
4,1,4,48,729
2,2,1,50,729
3,2,3,52,729
1,1,0,49,730
4,1,4,48,730
2,2,1,50,730
3,2,3,52,730
1,1,0,49,731
4,1,4,48,731
2,2,1,50,731
3,2,3,52,731
1,1,0,49,732
4,1,4,48,732
2,2,1,50,732
3,2,3,52,732
1,1,0,49,733
4,1,4,48,733
2,2,1,50,733
3,2,3,52,733
1,1,0,49,734
4,1,4,48,734
2,2,1,50,734
3,2,3,52,734
1,1,0,49,735
4,1,4,48,735
2,2,1,50,735
3,2,3,52,735
1,1,0,49,736
2,1,2,50,736
3,3,1,51,736
4,3,4,49,736
1,1,0,49,737
2,1,2,50,737
3,3,1,51,737
4,3,4,49,737
1,1,0,49,738
2,1,2,50,738
3,3,1,51,738
4,3,4,49,738
1,1,0,49,739
2,1,2,50,739
3,3,1,51,739
4,3,4,49,739
1,1,0,49,740
2,1,2,50,740
3,3,1,51,740
4,3,4,49,740
1,1,0,49,741
2,1,2,50,741
3,3,1,51,741
4,3,4,49,741
1,1,0,49,742
2,1,2,50,742
3,3,1,51,742
4,3,4,49,742
1,1,0,49,743
2,1,2,50,743
3,3,1,51,743
4,3,4,49,743
1,1,0,49,744
2,1,2,50,744
3,3,1,51,744
4,3,4,49,744
1,1,0,49,745
2,1,2,50,745
3,3,1,51,745
4,3,4,49,745
1,1,0,49,746
2,1,2,50,746
3,3,1,51,746
4,3,4,49,746
1,1,0,49,747
3,1,3,48,747
2,2,1,50,747
4,2,4,49,747
1,1,0,49,748
3,1,3,48,748
2,2,1,50,748
4,2,4,49,748
1,1,0,49,749
3,1,3,48,749
2,2,1,50,749
4,2,4,49,749
1,1,0,49,750
3,1,3,48,750
2,2,1,50,750
4,2,4,49,750
1,1,0,49,751
3,1,3,48,751
2,2,1,50,751
4,2,4,49,751
1,1,0,49,752
3,1,3,48,752
2,2,1,50,752
4,2,4,49,752
1,1,0,49,753
3,1,3,48,753
2,2,1,50,753
4,2,4,49,753
1,1,0,49,754
3,1,3,48,754
2,2,1,50,754
4,2,4,49,754
1,1,0,49,755
3,1,3,48,755
2,2,1,50,755
4,2,4,49,755
1,1,0,49,756
3,1,3,48,756
2,2,1,50,756
4,2,4,49,756
1,1,0,49,757
3,1,3,48,757
2,2,1,50,757
4,2,4,49,757
1,1,0,49,758
3,1,3,48,758
2,2,1,50,758
4,2,4,49,758
1,1,0,49,759
3,1,3,48,759
2,2,1,50,759
4,2,4,49,759
1,1,0,49,760
3,1,3,48,760
2,2,1,50,760
4,2,4,49,760
1,1,0,49,761
3,1,3,48,761
2,2,1,50,761
4,2,4,49,761
1,1,0,49,762
3,1,3,48,762
2,2,1,50,762
4,2,4,49,762
1,1,0,49,763
2,1,2,50,763
3,3,1,52,763
4,3,4,48,763
1,1,0,49,764
2,1,2,50,764
3,3,1,52,764
4,3,4,48,764
1,1,0,49,765
2,1,2,50,765
3,3,1,52,765
4,3,4,48,765
1,1,0,49,766
2,1,2,50,766
3,3,1,52,766
4,3,4,48,766
1,1,0,49,767
2,1,2,50,767
3,3,1,52,767
4,3,4,48,767
1,1,0,49,768
2,1,2,50,768
3,3,1,52,768
4,3,4,48,768
1,1,0,49,769
2,1,2,50,769
3,3,1,52,769
4,3,4,48,769
1,1,0,49,770
2,1,2,50,770
3,3,1,52,770
4,3,4,48,770
1,1,0,49,771
2,1,2,50,771
3,3,1,52,771
4,3,4,48,771
1,1,0,49,772
2,1,2,50,772
3,3,1,52,772
4,3,4,48,772
1,1,0,49,773
2,1,2,50,773
3,3,1,52,773
4,3,4,48,773
1,1,0,49,774
4,1,4,48,774
2,2,1,50,774
3,2,3,51,774
1,1,0,49,775
4,1,4,48,775
2,2,1,50,775
3,2,3,51,775
1,1,0,49,776
4,1,4,48,776
2,2,1,50,776
3,2,3,51,776
1,1,0,49,777
4,1,4,48,777
2,2,1,50,777
3,2,3,51,777
1,1,0,49,778
4,1,4,48,778
2,2,1,50,778
3,2,3,51,778
1,1,0,49,779
4,1,4,48,779
2,2,1,50,779
3,2,3,51,779
1,1,0,49,780
4,1,4,48,780
2,2,1,50,780
3,2,3,51,780
1,1,0,49,781
4,1,4,48,781
2,2,1,50,781
3,2,3,51,781
1,1,0,49,782
4,1,4,48,782
2,2,1,50,782
3,2,3,51,782
1,1,0,49,783
4,1,4,48,783
2,2,1,50,783
3,2,3,51,783
1,1,0,49,784
4,1,4,48,784
2,2,1,50,784
3,2,3,51,784
1,1,0,49,785
4,1,4,48,785
2,2,1,50,785
3,2,3,51,785
1,1,0,49,786
4,1,4,48,786
2,2,1,50,786
3,2,3,51,786
1,1,0,49,787
4,1,4,48,787
