vertex_id:int,label_id:int,attr:string,rand:int
191542,1,USS_South_Dakota_(ACR-9),2
128,1,Hopping_mouse,6
192329,1,Town-class_cruiser_(1936),4
129,1,Sunbittern,1
193180,1,USS_Quincy_(CA-39),2
193402,1,USS_Vincennes_(CA-44),8
130,1,Giardia_lamblia,8
193695,1,USS_Astoria_(CA-34),9
131,1,American_crow,2
194322,1,USS_Tennessee_(ACR-10),8
132,1,Oxyurinae,8
133,1,Stiff-tailed_duck,8
134,1,American_white_pelican,6
135,1,Macropodiformes,8
136,1,Dusky_hopping_mouse,3
137,1,Spinifex_hopping_mouse,8
196503,1,USS_Washington_(ACR-11),3
138,1,Pelagic_cormorant,3
139,1,Stilt,3
198259,1,Chevrolet_Corvette,8
140,1,Sulidae,0
141,1,Tadorninae,4
142,1,Sylvioidea,7
201149,1,Ford_Telstar,6
201150,1,Hyundai_Stellar,8
201151,1,Ford_Capri,9
143,1,Leaf_warbler,0
144,1,Phylloscopidae,6
201784,1,Phalangeridae,8
201876,1,Pontiac_Grand_Prix,7
201877,1,Pontiac_G8,9
201883,1,Pontiac_LeMans,0
201884,1,Oldsmobile_Cutlass,3
201885,1,Chevrolet_Chevelle,3
201886,1,Buick_Special,3
201894,1,GM_X_platform_(1962),7
201896,1,Pontiac_Ventura,3
201897,1,Buick_Apollo,2
201898,1,Oldsmobile_Omega,6
201899,1,_Nova,5
201907,1,Cadillac_Catera,2
201908,1,Holden_Caprice,6
201909,1,Holden_Commodore,5
145,1,Alopochen,8
146,1,Fin_whale,7
147,1,Bryde's_whale,9
203025,1,Vauxhall_Viva,6
203028,1,Vauxhall_Astra,0
203029,1,Vauxhall_Chevette,4
203038,1,Holden_Torana,1
203044,1,Vauxhall_Magnum,0
203058,1,Opel_Manta,4
148,1,Eurasian_teal,8
149,1,Humpback_whale,7
203712,1,Reliant_Scimitar,0
203818,1,Opel_Corsa,8
203819,1,Supermini,6
203820,1,Chevrolet_Chevette,2
203822,1,Holden_Gemini,4
203824,1,Opel_Kadett,7
203917,1,Ford_Mondeo,9
203918,1,Compact_executive_car,3
150,1,Tundra_swan,9
203954,1,Vauxhall_Cavalier,2
151,1,Fucus_vesiculosus,8
152,1,Fucales,3
153,1,Fucaceae,0
154,1,Fucus,1
155,1,Green_warbler,7
156,1,Greenish_warbler,8
205168,1,Chevrolet_Camaro,9
205169,1,Chevrolet_Impala,1
205170,1,Chevrolet_Corvair,5
205172,1,GM_Zeta_platform,4
205264,1,Opel_Astra,9
205755,1,Sarcopterygii,2
157,1,White-faced_ibis,5
158,1,Owlet-nightjar,7
159,1,Desmidiales,4
207975,1,Volvo_300_Series,9
207979,1,Volvo_140_Series,9
207986,1,Volvo_Amazon,4
500,1,Sea_cucumber,5
208811,1,Lepidosauria,9
160,1,Colubridae,3
161,1,Tiger_salamander,5
162,1,Barn_owl,7
213160,1,Mazda_RX-7,0
163,1,Elephant_shrew,8
214475,1,Saab_900,1
214477,1,Saab_99,9
214478,1,Saab_9-3,9
214479,1,Saab_900__Saab_900__1,7
214487,1,Saab_900__NG__1,8
214488,1,GM2900_platform,2
214492,1,Opel_Calibra,5
214493,1,Opel_Vectra,3
214495,1,Saturn_L-Series,4
214526,1,Saab_9-2,9
214527,1,Saab_92,0
164,1,Muscovy_duck,2
216336,1,Mazda_Cosmo,0
165,1,Hypocreales,1
167,1,Common_moorhen,9
168,1,Common_gallinule,6
219697,1,Fiat_128,2
219701,1,Fiat_1100,1
219702,1,Fiat_Ritmo,2
219707,1,Autobianchi_A111,0
169,1,Ruddy_duck,7
170,1,Barrow's_goldeneye,3
171,1,Lapwing,1
221261,1,Tunicate,1
172,1,Tringa,9
174,1,South_Asian_river_dolphin,0
175,1,La_Plata_dolphin,5
176,1,Baiji,6
177,1,Lesser_scaup,7
178,1,Yellow-crowned_night_heron,7
179,1,Green_heron,4
223349,1,Citroën_C3,0
223350,1,Citroën_Saxo,6
223354,1,Citroën_DS3,4
223361,1,Citroën_C2,7
223363,1,Peugeot_206,4
223373,1,Citroën_C3_Aircross,8
223374,1,Citroën_C4_Cactus,5
223375,1,Peugeot_207,8
223396,1,Peugeot_106,2
223398,1,Peugeot_104,6
223399,1,Peugeot_205,0
223400,1,Peugeot_107,6
223549,1,Peugeot_406,6
223552,1,Peugeot_405,4
223553,1,Peugeot_407,6
223564,1,Citroën_Xantia,2
180,1,Eurasian_curlew,8
181,1,Snowy_egret,9
182,1,Black-winged_stilt,6
183,1,Ground_sloth,0
184,1,Sloth,7
185,1,Common_ringed_plover,0
225790,1,Plug-in_hybrid,1
186,1,Polyporales,0
226627,1,USS_Juneau_(CL-52),1
226781,1,GM_B_platform,3
226785,1,Chevrolet_Delray,7
226786,1,Chevrolet_Biscayne,7
226787,1,Chevrolet_Bel_Air,2
226788,1,Chevrolet_Brookwood,6
226797,1,Chevrolet_Parkwood,4
226798,1,Chevrolet_Kingswood,5
226800,1,Pontiac_Catalina,2
226843,1,Chevrolet_Caprice,0
226868,1,Pontiac_Parisienne,2
226871,1,Buick_Roadmaster,9
226873,1,Oldsmobile_Custom_Cruiser,0
226875,1,GM_W_platform,9
226882,1,Buick_Century,9
226883,1,Buick_Regal,4
226885,1,Oldsmobile_Intrigue,5
226903,1,Buick_LaCrosse,1
226913,1,GM_Epsilon_platform,0
226917,1,Cadillac_XTS,3
227070,1,Lamborghini_Miura,7
227557,1,Ford_LTD_Crown_Victoria,8
227558,1,Ford_Taurus_(sixth_generation),8
227560,1,Ford_Panther_platform,6
227561,1,Mercury_Grand_Marquis,0
227567,1,Mercury_Marauder,4
227609,1,Ford_Focus,6
227610,1,Ford_Laser,7
228874,1,Austin_7,6
229201,1,Gymnosperm,0
229322,1,Lexus_LX,9
229714,1,Saab_93,7
229755,1,Fiat_Croma,5
229756,1,Cadillac_BLS,9
229757,1,Chevrolet_Malibu,7
229758,1,Opel_Signum,8
229759,1,Saturn_Aura,5
229952,1,Volkswagen_Golf_Mk1,3
230002,1,Volkswagen_Golf_Mk6,3
231461,1,Morris_Minor,8
231462,1,BMC_ADO16,3
231463,1,MG_MGB,7
232345,1,Mercury_Comet,9
232346,1,Ford_Fairmont,3
232348,1,Ford_Falcon_(North_America),7
232349,1,Ford_Maverick_(Americas),8
232354,1,Mercury_Meteor,7
187,1,Antarctic_minke_whale,4
188,1,Minke_whale,1
189,1,Common_minke_whale,9
234614,1,Citroën_AX,0
190,1,Boletales,9
54,1,Agaricomycetidae,8
192,1,Ustilaginomycetes,8
191,1,Ustilaginales,5
193,1,Ustilago,8
194,1,Crayfish_plague,4
195,1,Aphanomyces,3
235971,1,Honda_Insight,7
235974,1,Honda_Civic,1
196,1,Pfiesteria_piscicida,3
236393,1,Protist,8
197,1,Pfiesteria,0
237172,1,Lexus_CT,9
237248,1,Hudson_Commodore,7
237249,1,Holden_Kingswood,9
198,1,Afrosoricida,9
237532,1,Acura_EL,3
237544,1,_45,2
237700,1,Plymouth_Belvedere,4
237701,1,Plymouth_Satellite,3
237702,1,Dodge_Coronet,7
237703,1,Dodge_Charger_(B-body),1
237705,1,Plymouth_Fury,2
238228,1,Tugboat,2
238834,1,Lancia_Delta,0
238846,1,Lancia_Prisma,2
238847,1,Lancia_Delta__Lancia_Hyena__1,1
238860,1,Fiat_Tipo,7
238862,1,Fiat_Coupé,5
238863,1,Lancia_Dedra,1
238864,1,Alfa_Romeo_145_and_146,7
238865,1,Alfa_Romeo_155,4
238868,1,Fiat_C-platform,1
238876,1,Fiat_Bravo_(2007),7
199,1,American_coot,1
200,1,Porzana,1
239470,1,AMC_Pacer,1
239784,1,Morris_Ital,7
201,1,White-beaked_dolphin,0
240767,1,Alfa_Romeo_164,4
202,1,Nectriaceae,0
203,1,Wilson's_snipe,8
241685,1,Ford_Transit_Connect,5
241686,1,Ford_Flex,1
241689,1,Ford_D186_platform,6
241693,1,Mercury_Sable,6
241977,1,Ford_Galaxie,2
241979,1,Ford_Fairlane_(Americas),1
241995,1,Mercury_Monterey,9
242005,1,Mercury_S-55,6
204,1,Common_sandpiper,4
242783,1,Amniote,8
243123,1,Ford_Torino,0
243124,1,Ford_LTD_II,8
243133,1,Ford_Ranchero,1
243501,1,Ford_Durango,0
243955,1,Nissan_Maxima,2
243962,1,Nissan_Bluebird,2
243980,1,Nissan_Cefiro,9
244647,1,Plymouth_Voyager,7
244681,1,Chrysler_Pacifica,5
205,1,Willow_ptarmigan,6
245458,1,Fiat_850,4
245550,1,Chevrolet_Avalanche,6
245551,1,Cadillac_Escalade,3
245556,1,Chevrolet_Tahoe,7
245559,1,Hummer_H2,9
245668,1,Saab_90,7
206,1,Accipiter,4
207,1,Pelomedusidae,9
246423,1,Scincomorpha,1
209,1,Skink,7
211,1,Phyllopharyngea,0
210,1,Suctoria,6
249513,1,Myers_Motors_NmG,0
212,1,Greater_sage-grouse,8
213,1,Centrocercus,5
250816,1,Subaru_Leone,3
250825,1,Saab_95,9
250829,1,Saab_96,4
250925,1,Opel_Insignia,1
214,1,Black_scoter,5
215,1,Fucus_distichus,4
216,1,Cryptomonas,1
217,1,Cryptomonadales,5
219,1,Phymaturus,5
252256,1,Diapsid,4
252257,1,Lepidosauromorpha,9
252535,1,Entamoeba_histolytica,8
220,1,Tubulinea,3
222,1,Sooty_shearwater,8
253111,1,Volvo_P1900,5
253112,1,Volvo_P1800,2
223,1,Eurasian_rock_pipit,2
224,1,Lygosominae,2
225,1,Hume's_leaf_warbler,7
226,1,Egernia,0
227,1,Eugongylus,3
228,1,Lobulia,4
229,1,Lamprolepis,6
230,1,Mabuya,3
231,1,Lygosoma,6
232,1,Chilean_dolphin,3
233,1,Cephalorhynchus,3
255773,1,Austin_Allegro,4
255774,1,Austin_Maestro,4
234,1,Dusky_dolphin,3
235,1,Sphenomorphus,9
236,1,Chipping_sparrow,7
256252,1,Austin_Princess,2
256320,1,Princess_(car),5
256321,1,BMC_ADO17,8
256325,1,Princess_(car)__Wolseley_Saloon__1,9
256334,1,Princess_(car)__Princess__1,0
256341,1,Princess_(car)__Princess_2__1,2
256342,1,Austin_Ambassador,4
237,1,Cettia,7
257769,1,Toyota_Prius,6
257774,1,Toyota_Prius__XW30__1,5
257778,1,Toyota_Prius__fourth_generation__1,7
257780,1,Toyota_Vitz,1
238,1,Eastern_whip-poor-will,3
239,1,Bradypterus,3
258524,1,Austin-Healey_Sprite,3
258526,1,MG_Midget,8
240,1,Pterichthyodes,5
258575,1,Placodermi,1
259531,1,Chevrolet_Corvair__First_generation__1,0
259536,1,Chevrolet_Corvair__Second_generation__1,8
241,1,Red-headed_woodpecker,7
242,1,Red-bellied_woodpecker,6
261915,1,Porsche_959,3
261916,1,Porsche_911_GT1,5
261920,1,Porsche_964,0
243,1,Ursinae,8
265607,1,Honda_Civic_Hybrid,0
265608,1,Honda_N360,4
265609,1,Honda_Z,1
265610,1,Acura_CSX,1
265611,1,Acura_ILX,3
265612,1,Honda_Ballade,5
265613,1,Honda_Civic_GX,9
265616,1,Honda_City,3
265617,1,_25,4
244,1,Anomaluromorpha,1
266051,1,Honda_Accord,5
266052,1,Honda_1300,0
266053,1,Honda_Accord__First_generation_series_SJ-SM__1,8
266058,1,AD__1,3
266064,1,6__1,5
266073,1,Honda_Accord__Fourth_generation_series_CB7_Wagon_is_CB9__1,6
266080,1,Honda_Inspire,5
266081,1,Honda_Vigor,9
266082,1,Rover_600_Series,9
266083,1,Honda_Accord__Fifth_generationJapan_and_North_America_and_The_Ne__1,0
266094,1,Acura_CL,7
266095,1,Acura_TL,6
266096,1,Honda_Accord__Fifth_generationEurope__1,3
266103,1,3Japan__1,7
266110,1,6North_America__1,6
266116,1,Acura_MDX,1
266118,1,8Europe__1,5
266132,1,Honda_Accord__Ninth_generation_Accord__1,0
266140,1,Acura_TLX,6
266141,1,Honda_Accord__Plug-in_Hybrid__1,5
266547,1,Triumph_TR5,0
266550,1,Triumph_TR7,8
266562,1,USS_Cod_(SS-224),1
450,1,Marchantiophyta,2
268854,1,Mazda_Familia,2
268879,1,Mazda_Capella,6
245,1,Omura's_whale,9
269326,1,Volkswagen_Polo,1
269329,1,Audi_50,0
269330,1,Volkswagen_Derby,4
269333,1,SEAT_Ibiza,2
269334,1,SEAT_Córdoba,7
269335,1,SEAT_Inca,4
269338,1,Škoda_Fabia,0
269339,1,Volkswagen_Fox,3
269341,1,Audi_A1,2
269342,1,Ford_Falcon_(Australia),8
269344,1,Ford_Zephyr,0
269345,1,Ford_Fairlane_(Australia),3
269346,1,Ford_Territory,7
269421,1,GM_Delta_platform,0
269422,1,Cadillac_ELR,0
269423,1,Chevrolet_Cruze,3
269424,1,Chevrolet_Volt,4
269425,1,Opel_Cascada,9
269426,1,Opel_Zafira,2
269485,1,GM_T_platform_(1979),7
246,1,Black_rhinoceros,4
247,1,Terek_sandpiper,2
269924,1,AMC_Cavalier,5
269931,1,Opel_Ascona,2
269933,1,GM_J_platform,4
269939,1,Chevrolet_Cavalier,4
269940,1,Daewoo_Espero,3
269941,1,Holden_Camira,8
269943,1,Cadillac_Cimarron,6
270990,1,Buick_Skylark__Buick_Special_Skylark1961–1963__1,0
271002,1,Buick_Skylark__1975–1979__1,8
271009,1,Pontiac_Phoenix,9
271010,1,Buick_Skylark__1980–1985__1,2
271011,1,GM_X_platform_(1980),2
271018,1,Chevrolet_Citation,3
271019,1,Buick_Somerset,1
271020,1,Buick_Skylark__1986–1991__1,8
271021,1,GM_N_platform,3
271030,1,Oldsmobile_Cutlass_Calais,4
271031,1,Buick_Skylark__1992–1998__1,2
271042,1,Chevrolet_Beretta,2
271043,1,Chevrolet_Corsica,4
271044,1,Oldsmobile_Achieva,5
271045,1,Pontiac_Sunfire,1
271047,1,Pontiac_Sunbird,7
271048,1,Chevrolet_Cobalt,5
271056,1,Chevrolet_Vega,7
271057,1,GM_H_platform_(1971),1
271062,1,Chevrolet_Monza,6
271063,1,Buick_Skyhawk,9
271064,1,Oldsmobile_Starfire,8
271065,1,Pontiac_Astre,1
271068,1,Oldsmobile_Firenza,3
271145,1,GMC_Acadia,3
271210,1,Jeep_DJ,3
271215,1,AMC_AMX,7
248,1,Schistosoma,9
271291,1,Trematoda,8
271292,1,Digenea,6
271293,1,Strigeidida,7
271294,1,Schistosomatidae,0
249,1,Scops_owl,4
271399,1,Ford_Country_Squire,8
271413,1,Ford_Crestline,4
271414,1,Mercury_Eight,8
271418,1,Mercury_Commuter,1
271419,1,Mercury_Colony_Park,6
271421,1,Mercury_Marquis,8
271539,1,Chrysler_300_non-letter_series,5
250,1,True_frog,2
271908,1,Neobatrachia,1
273062,1,_20TS,9
251,1,Pectoral_sandpiper,9
252,1,Commerson's_dolphin,6
275634,1,Porsche_550,0
276106,1,Volvo_164,6
276988,1,Nissan_Pathfinder,4
276990,1,Datsun_Truck,9
277032,1,Nissan_Armada,9
277034,1,Nissan_Titan,0
277035,1,Nissan_Xterra,8
277041,1,Nissan_Altima,9
277042,1,Nissan_Murano,3
277044,1,Nissan_Teana,1
277045,1,Infiniti_QX60,4
277922,1,Volvo_S60,8
277923,1,Volvo_S70,9
277926,1,Volvo_P2_platform,6
277958,1,Volvo_S80,7
277959,1,Volvo_XC90,7
277980,1,Ford_EUCD_platform,3
277997,1,Volvo_V60,7
277998,1,Volvo_XC60,1
278027,1,Volvo_480,2
278093,1,Ford_Festiva,2
278094,1,Ford_Fiesta,1
279863,1,AC_Aceca,5
253,1,Proteidae,0
254,1,Asiatic_salamander,9
281916,1,USS_North_Carolina_(ACR-12),0
281947,1,USS_Montana_(ACR-13),4
283221,1,USS_Barracuda_(SS-163),0
283273,1,USS_Goldring_(SS-360),1
283290,1,USS_Espada_(SS-355),3
283291,1,USS_Dugong_(SS-353),7
283295,1,USS_Garlopa_(SS-358),4
283296,1,USS_Garrupa_(SS-359),1
