type,x_id,x_attr,y_id,y_attr,edge_label,c,gar_id
Edge,2,,0,,49,,920
Edge,2,,0,,49,,921
Edge,2,,0,,49,,922
Edge,2,,0,,49,,923
Edge,2,,0,,49,,924
Edge,3,,0,,49,,925
Edge,3,,0,,49,,926
Edge,3,,0,,49,,927
Edge,3,,0,,49,,928
Edge,3,,0,,49,,929
Edge,3,,0,,49,,930
Edge,3,,0,,49,,931
Edge,3,,0,,49,,932
Edge,3,,0,,49,,933
Edge,3,,0,,48,,934
Edge,3,,0,,48,,935
Edge,3,,0,,48,,936
Edge,3,,0,,48,,937
Edge,3,,0,,48,,938
Edge,3,,0,,48,,939
Edge,3,,0,,48,,940
Edge,3,,0,,48,,941
Edge,3,,0,,48,,942
Edge,3,,0,,48,,943
Edge,3,,0,,48,,944
Edge,3,,0,,48,,945
Edge,3,,0,,48,,946
Edge,3,,0,,48,,947
Edge,3,,0,,48,,948
Edge,3,,0,,49,,949
Edge,3,,0,,49,,950
Edge,3,,0,,49,,951
Edge,3,,0,,49,,952
Edge,3,,0,,49,,953
Edge,3,,0,,49,,954
Edge,3,,0,,49,,955
Edge,3,,0,,49,,956
Edge,3,,0,,49,,957
Edge,3,,0,,49,,958
Edge,3,,0,,49,,959
Edge,2,,0,,49,,960
Edge,2,,0,,49,,961
Edge,2,,0,,49,,962
Edge,2,,0,,49,,963
Edge,2,,0,,49,,964
Edge,2,,0,,49,,965
Edge,2,,0,,49,,966
Edge,2,,0,,49,,967
Edge,1,,3,,48,,968
Edge,5,,0,,49,,969
Edge,5,,0,,49,,970
Edge,5,,0,,49,,971
Edge,5,,0,,49,,972
Edge,5,,0,,49,,973
Edge,5,,0,,49,,974
Edge,5,,0,,49,,975
Edge,5,,0,,49,,976
Edge,5,,0,,49,,977
Edge,5,,0,,49,,978
Edge,5,,0,,49,,979
Edge,4,,1,,49,,980
Edge,4,,1,,49,,981
Edge,4,,1,,49,,982
Edge,4,,1,,49,,983
Edge,4,,1,,49,,984
Edge,4,,1,,49,,985
Edge,4,,1,,49,,986
Edge,4,,1,,49,,987
Edge,4,,1,,49,,988
Edge,4,,1,,49,,989
Edge,1,,4,,48,,990
Edge,3,,0,,49,,991
Edge,3,,0,,49,,992
Edge,3,,0,,49,,993
Edge,3,,0,,49,,994
Edge,3,,0,,49,,995
Edge,3,,0,,49,,996
Edge,3,,0,,49,,997
Edge,3,,0,,49,,998
Edge,3,,0,,49,,999
Edge,3,,0,,49,,1000
Edge,3,,0,,49,,1001
Edge,3,,0,,49,,1002
Edge,3,,0,,49,,1003
Edge,3,,0,,49,,1004
Edge,3,,0,,49,,1005
Edge,3,,0,,49,,1006
Edge,3,,0,,49,,1007
Edge,3,,0,,49,,1008
Edge,3,,0,,49,,1009
Edge,3,,0,,49,,1010
Edge,1,,3,,48,,1011
Edge,1,,3,,48,,1012
Edge,1,,3,,48,,1013
Edge,1,,3,,48,,1014
Edge,1,,3,,48,,1015
Edge,1,,3,,48,,1016
Edge,1,,3,,48,,1017
Edge,1,,3,,48,,1018
Edge,1,,3,,48,,1019
Edge,1,,3,,48,,1020
Edge,1,,3,,48,,1021
Edge,2,,0,,49,,1022
Edge,2,,0,,49,,1023
Edge,2,,0,,49,,1024
Edge,2,,0,,49,,1025
Edge,2,,0,,49,,1026
Edge,2,,0,,49,,1027
Edge,2,,0,,49,,1028
Edge,2,,0,,49,,1029
Edge,2,,0,,49,,1030
Edge,3,,0,,49,,1031
Edge,3,,0,,49,,1032
Edge,3,,0,,49,,1033
Edge,3,,0,,49,,1034
Edge,3,,0,,49,,1035
Edge,3,,0,,49,,1036
Edge,3,,0,,49,,1037
Edge,3,,0,,49,,1038
Edge,3,,0,,49,,1039
Edge,3,,0,,49,,1040
Edge,1,,3,,48,,1041
Edge,1,,3,,48,,1042
Edge,1,,3,,48,,1043
Edge,1,,3,,48,,1044
Edge,1,,3,,48,,1045
Edge,1,,3,,48,,1046
Edge,1,,3,,48,,1047
Edge,1,,3,,48,,1048
Edge,1,,3,,48,,1049
Edge,1,,3,,48,,1050
Edge,3,,0,,49,,1051
Edge,3,,0,,49,,1052
Edge,3,,0,,49,,1053
Edge,3,,0,,49,,1054
Edge,3,,0,,49,,1055
Edge,3,,0,,49,,1056
Edge,3,,0,,49,,1057
Edge,3,,0,,49,,1058
Edge,3,,0,,49,,1059
Edge,3,,0,,49,,1060
Edge,3,,0,,49,,1061
Edge,2,,0,,49,,1062
Edge,2,,0,,49,,1063
Edge,2,,0,,49,,1064
Edge,2,,0,,49,,1065
Edge,2,,0,,49,,1066
Edge,2,,0,,49,,1067
Edge,2,,0,,49,,1068
Edge,2,,0,,49,,1069
Edge,2,,0,,49,,1070
Edge,5,,3,,48,,1071
Edge,1,,2,,49,,1072
Edge,3,,4,,48,,1073
Edge,3,,4,,48,,1074
Edge,3,,4,,48,,1075
Edge,3,,4,,48,,1076
Edge,3,,4,,48,,1077
Edge,3,,4,,48,,1078
Edge,3,,4,,48,,1079
Edge,3,,4,,48,,1080
Edge,3,,4,,48,,1081
Edge,3,,4,,48,,1082
Edge,2,,0,,49,,1083
Edge,2,,0,,49,,1084
Edge,2,,0,,49,,1085
Edge,2,,0,,49,,1086
Edge,2,,0,,49,,1087
Edge,2,,0,,49,,1088
Edge,2,,0,,49,,1089
Edge,2,,0,,49,,1090
Edge,2,,0,,49,,1091
Edge,3,,4,,48,,1092
Edge,1,,3,,48,,1093
Edge,1,,3,,48,,1094
Edge,1,,3,,48,,1095
Edge,1,,3,,48,,1096
Edge,1,,3,,48,,1097
Edge,1,,3,,48,,1098
Edge,1,,3,,48,,1099
Edge,1,,3,,48,,1100
Edge,1,,3,,48,,1101
Edge,1,,3,,48,,1102
Edge,1,,3,,48,,1103
Edge,1,,2,,49,,1104
Edge,3,,4,,48,,1105
Edge,3,,4,,48,,1106
Edge,3,,4,,48,,1107
Edge,3,,4,,48,,1108
Edge,3,,4,,48,,1109
Edge,3,,4,,48,,1110
Edge,3,,4,,48,,1111
Edge,3,,4,,48,,1112
Edge,3,,4,,48,,1113
Edge,3,,4,,48,,1114
Edge,1,,2,,49,,1115
Edge,3,,4,,48,,1116
Edge,3,,4,,48,,1117
Edge,3,,4,,48,,1118
Edge,3,,4,,48,,1119
Edge,3,,4,,48,,1120
Edge,3,,4,,48,,1121
Edge,3,,4,,48,,1122
Edge,3,,4,,48,,1123
Edge,3,,4,,48,,1124
Edge,3,,4,,48,,1125
Edge,2,,0,,49,,1126
Edge,2,,0,,49,,1127
Edge,2,,0,,49,,1128
Edge,2,,0,,49,,1129
Edge,2,,0,,49,,1130
Edge,2,,0,,49,,1131
Edge,2,,0,,49,,1132
Edge,2,,0,,49,,1133
Edge,2,,0,,49,,1134
Edge,2,,0,,49,,1135
Edge,2,,0,,49,,1136
Edge,3,,0,,49,,1137
Edge,3,,0,,49,,1138
Edge,3,,0,,49,,1139
Edge,3,,0,,49,,1140
Edge,3,,0,,49,,1141
Edge,3,,0,,49,,1142
Edge,3,,0,,49,,1143
Edge,3,,0,,49,,1144
Edge,3,,0,,49,,1145
Edge,3,,0,,49,,1146
Edge,3,,0,,49,,1147
Edge,3,,0,,48,,1148
Edge,3,,0,,48,,1149
Edge,3,,0,,48,,1150
Edge,3,,0,,48,,1151
Edge,3,,0,,48,,1152
Edge,3,,0,,48,,1153
Edge,3,,0,,48,,1154
Edge,3,,0,,48,,1155
Edge,3,,0,,48,,1156
Edge,3,,0,,48,,1157
Edge,1,,4,,48,,1158
Edge,3,,0,,49,,1159
Edge,3,,0,,49,,1160
Edge,3,,0,,49,,1161
Edge,3,,0,,49,,1162
Edge,3,,0,,49,,1163
Edge,3,,0,,49,,1164
Edge,3,,0,,49,,1165
Edge,3,,0,,49,,1166
Edge,3,,0,,49,,1167
Edge,3,,0,,49,,1168
Edge,3,,0,,49,,1169
Edge,3,,0,,49,,1170
Edge,3,,0,,49,,1171
Edge,3,,0,,49,,1172
Edge,3,,0,,49,,1173
Edge,3,,0,,49,,1174
Edge,3,,0,,49,,1175
Edge,3,,0,,49,,1176
Edge,3,,0,,49,,1177
Edge,3,,0,,49,,1178
Edge,3,,0,,49,,1179
Edge,3,,0,,49,,1180
Edge,1,,5,,48,,1181
Edge,3,,0,,49,,1182
Edge,3,,0,,49,,1183
Edge,3,,0,,49,,1184
Edge,3,,0,,49,,1185
Edge,3,,0,,49,,1186
Edge,3,,0,,49,,1187
Edge,3,,0,,49,,1188
Edge,3,,0,,49,,1189
Edge,3,,0,,49,,1190
Edge,3,,0,,49,,1191
Edge,3,,0,,49,,1192
Edge,1,,3,,48,,1193
Edge,1,,3,,48,,1194
Edge,1,,3,,48,,1195
Edge,1,,3,,48,,1196
Edge,1,,3,,48,,1197
Edge,1,,3,,48,,1198
Edge,1,,3,,48,,1199
Edge,1,,3,,48,,1200
Edge,1,,3,,48,,1201
Edge,1,,3,,48,,1202
Edge,1,,3,,48,,1203
Edge,3,,0,,49,,1204
Edge,3,,0,,49,,1205
Edge,3,,0,,49,,1206
Edge,3,,0,,49,,1207
Edge,3,,0,,49,,1208
Edge,3,,0,,49,,1209
Edge,3,,0,,49,,1210
Edge,3,,0,,49,,1211
Edge,3,,0,,49,,1212
Edge,3,,0,,49,,1213
Edge,3,,0,,49,,1214
Edge,2,,0,,49,,1215
Edge,2,,0,,49,,1216
Edge,2,,0,,49,,1217
Edge,2,,0,,49,,1218
Edge,2,,0,,49,,1219
Edge,2,,0,,49,,1220
Edge,2,,0,,49,,1221
Edge,2,,0,,49,,1222
Edge,2,,4,,48,,1223
Edge,2,,4,,48,,1224
Edge,2,,4,,48,,1225
Edge,2,,4,,48,,1226
Edge,2,,4,,48,,1227
Edge,2,,4,,48,,1228
Edge,2,,4,,48,,1229
Edge,2,,4,,48,,1230
Edge,3,,0,,49,,1231
Edge,3,,0,,49,,1232
Edge,3,,0,,49,,1233
Edge,3,,0,,49,,1234
Edge,3,,0,,49,,1235
Edge,3,,0,,49,,1236
Edge,3,,0,,49,,1237
Edge,3,,0,,49,,1238
Edge,3,,0,,49,,1239
Edge,3,,0,,49,,1240
Edge,3,,0,,49,,1241
Edge,2,,0,,49,,1242
Edge,2,,0,,49,,1243
Edge,2,,0,,49,,1244
Edge,2,,0,,49,,1245
Edge,2,,0,,49,,1246
Edge,2,,0,,49,,1247
Edge,2,,0,,49,,1248
Edge,2,,0,,49,,1249
Edge,2,,0,,49,,1250
Edge,2,,0,,49,,1251
Edge,2,,0,,49,,1252
Edge,2,,0,,49,,1253
Edge,2,,0,,49,,1254
Edge,2,,0,,49,,1255
Edge,2,,0,,49,,1256
Edge,2,,0,,49,,1257
Edge,2,,0,,49,,1258
Edge,2,,0,,49,,1259
Edge,2,,0,,49,,1260
Edge,2,,0,,49,,1261
Edge,2,,0,,49,,1262
Edge,2,,5,,48,,1263
Edge,2,,5,,48,,1264
Edge,2,,5,,48,,1265
Edge,2,,5,,48,,1266
Edge,2,,5,,48,,1267
Edge,2,,5,,48,,1268
Edge,2,,5,,48,,1269
Edge,2,,5,,48,,1270
Edge,2,,5,,48,,1271
Edge,2,,5,,48,,1272
Edge,2,,0,,49,,1273
Edge,2,,0,,49,,1274
Edge,2,,0,,49,,1275
Edge,2,,0,,49,,1276
Edge,2,,0,,49,,1277
Edge,2,,0,,49,,1278
Edge,2,,0,,49,,1279
Edge,2,,0,,49,,1280
Edge,2,,0,,49,,1281
Edge,2,,0,,49,,1282
Edge,2,,0,,49,,1283
Edge,3,,0,,49,,1284
Edge,3,,0,,49,,1285
Edge,3,,0,,49,,1286
Edge,3,,0,,49,,1287
Edge,3,,0,,49,,1288
Edge,3,,0,,49,,1289
Edge,3,,0,,49,,1290
Edge,3,,0,,49,,1291
Edge,3,,0,,49,,1292
Edge,3,,0,,49,,1293
Edge,3,,0,,49,,1294
