edge_id:int,source_id:int,target_id:int,label_id:int,inc_state:int
5100087,663340,949,48,1
6510708,663341,949,48,1
1805013,664722,56958,48,1
1805014,664722,70579,49,1
1827867,671801,257,48,1
1827868,671801,258,49,1
1844305,677222,257,48,1
1844306,677222,258,49,1
1871463,686151,257,48,0
1871464,686151,258,49,1
1871631,686233,257,48,1
1871632,686233,258,49,2
1882735,689676,257,48,1
1882736,689676,52747,49,1
1901607,696056,44390,48,1
1926569,696057,44390,49,1
1926568,696057,149070,49,1
1901993,696179,6526,48,1
12709244,696180,6526,48,1
1910200,698819,2632,49,1
1910205,698819,2634,48,1
1910230,698827,56958,48,1
6687182,698828,2634,48,1
1912122,699431,257,48,2
1917332,701037,2632,49,1
1917336,701037,2634,48,1
1918434,701363,257,48,1
1918435,701363,258,49,1
1928490,704516,257,48,1
1928491,704516,2193,49,1
1928492,704516,5445,49,1
14657692,704517,257,48,1
14657693,704517,2193,49,1
14657694,704517,5445,49,1
1931800,705470,257,48,1
1931802,705470,34420,49,1
1931801,705470,9855,48,1
8713071,705471,257,48,1
8713073,705471,34420,49,1
8713072,705471,9855,48,1
10545130,707110,949,48,1
10545131,707110,28599,48,1
1951675,711658,257,48,2
1951676,711658,258,49,1
1952119,711791,949,48,1
1953799,712249,257,48,2
1953800,712249,258,49,1
1953801,712249,221261,49,1
1956522,712250,257,48,1
1956523,712250,258,49,1
1956524,712250,221261,49,1
1962493,714911,949,48,1
1962511,714918,949,48,1
1968802,716857,949,48,1
1968840,716864,949,48,1
1970056,717307,257,48,1
1970057,717307,258,49,1
1994730,725554,257,48,1
1994731,725554,34420,49,1
7336751,725555,257,48,1
7336752,725555,34420,49,1
2002533,728047,257,48,1
2002534,728047,258,49,1
3420851,728048,257,48,2
3420852,728048,258,49,1
8784822,729705,46509,48,1
2008193,729749,257,48,1
12800624,729751,257,48,1
15774898,729753,257,48,1
2009100,729945,257,48,1
2009101,729945,258,49,1
2018870,732858,257,48,1
2018871,732858,258,49,1
2019130,732933,257,48,1
2019131,732933,258,49,1
2022873,734046,257,48,1
2022874,734046,258,49,1
2022875,734046,6980,49,1
2026916,735248,257,48,1
2026917,735248,52845,49,1
13228994,735249,257,48,1
13228995,735249,52845,49,1
2026928,735251,257,48,1
2026929,735251,52845,49,1
2026930,735251,73329,49,1
2031662,736752,257,48,1
2031663,736752,34420,49,1
14786573,736753,257,48,1
14786574,736753,34420,49,2
2039976,739279,257,48,1
2039977,739279,52845,49,1
4269094,739280,257,48,1
4269095,739280,52845,49,0
4268961,739281,257,48,1
4268962,739281,52845,49,1
2047649,741718,949,48,1
2047746,741719,949,48,1
2047731,741747,949,48,0
2051356,742811,949,48,1
2054685,743827,949,48,1
2055268,744026,257,48,1
2055269,744026,9854,49,1
2180274,744029,257,48,1
2180275,744029,9854,49,1
2185283,744030,257,48,1
2185284,744030,9854,49,1
2058684,745067,949,48,1
2066935,747881,56958,48,0
2066936,747881,2632,49,1
2710809,747882,56958,48,1
2710810,747882,2632,49,1
2068964,748473,257,48,1
2068965,748473,258,49,1
2068966,748473,6980,49,1
2068967,748473,6981,49,1
14946388,748474,257,48,1
14946389,748474,258,49,1
14946390,748474,6980,49,0
14946391,748474,6981,49,1
2075907,750600,949,48,1
2075955,750615,56958,48,1
2081593,752373,257,48,1
2081594,752373,52747,49,1
12771755,752375,257,48,1
12771756,752375,52747,49,1
2084818,753376,949,48,1
2087708,754205,257,48,1
2087709,754205,258,49,1
2087994,754268,257,48,1
2087995,754268,2193,49,1
2087996,754268,10733,49,1
2096257,756671,149070,49,1
2096263,756671,44390,49,1
2098270,757356,257,48,1
2098271,757356,258,49,1
2098272,757356,6980,49,1
6779288,759589,257,48,1
6779289,759589,65859,49,1
