vertex_id:int,label_id:int,attr:string,rand:int
736752,1,Fascioloides_magna,7
736753,1,Fascioloides,4
739279,1,Giant_California_sea_cucumber,4
739280,1,Aspidochirotida,0
739281,1,Stichopodidae,2
741718,1,Marchantia,1
741719,1,Marchantiaceae,9
741747,1,Lunularia,4
742811,1,Preissia,9
743827,1,Jungermanniales,4
744026,1,Aggregating_anemone,2
744029,1,Actiniidae,0
744030,1,Anthopleura,2
745067,1,Metzgeriales,3
747881,1,Pythium_oligandrum,8
747882,1,Pythium,6
748473,1,Mizia,7
748474,1,Yunnanolepididae,3
750600,1,Sphaerocarpales,5
750615,1,Carpophyllum_maschalocarpum,9
752373,1,Lugworm,2
752375,1,Arenicolidae,0
753376,1,Selaginella_bryopteris,9
754205,1,Short-tailed_swift,4
754268,1,Japygidae,8
756671,1,Pyropia_columbina,0
757356,1,Lethiscus,8
759589,1,Diplogasterida,8
759590,1,Pratylenchidae,2
761059,1,Tomopteris,7
761060,1,Errantia,7
761446,1,Anthracosauria,9
761723,1,Huperzia_megastachya,9
766289,1,Laetiporus_sulphureus,0
768676,1,Arkansaurus,0
768762,1,Schistosoma_japonicum,9
768770,1,Trichobilharzia_regenti,1
768773,1,Schistosoma_mansoni,2
769186,1,Trichinellidae,8
769421,1,Adeleorina,7
770480,1,Schistosoma_intercalatum,8
770544,1,Schistosoma_haematobium,4
770549,1,Schistosoma_malayensis,8
771530,1,Ornithobacterium_rhinotracheale,9
771531,1,Flavobacteriia,8
771532,1,Flavobacteriales,3
771919,1,Neospora_caninum,7
771920,1,Neospora,0
772541,1,Besnoitia,3
772549,1,Besnoitia_bennetti,0
772582,1,Cryptosporidium_parvum,1
772586,1,Besnoitia_besnoiti,4
772587,1,Besnoitia_tarandi,8
773174,1,Trichuris_muris,6
773201,1,Echinostoma,6
773345,1,Stichocotyle,6
777532,1,Undaria,6
777957,1,Physcomitrium,5
780782,1,Eleutherodactylus,9
781630,1,Dinocerata,8
783840,1,Apodemus,7
784305,1,Octineon,6
784430,1,Macrocystis,0
784431,1,Pelagophycus,4
785071,1,Zapodinae,9
786927,1,Gasosaurus,4
786980,1,Notoungulata,6
786981,1,Meridiungulata,0
787002,1,Jobaria,2
788646,1,Arame,9
788647,1,Eisenia_(alga),8
789881,1,Noctiluca_scintillans,6
789882,1,Noctilucaceae,8
792858,1,Lejeuneaceae,6
796761,1,Arthropleuridea,8
801243,1,Hadrocodium,6
801259,1,Zalambdalestes,8
803979,1,Agalychnis_callidryas,0
803981,1,Agalychnis,8
804258,1,Deltatheridium,4
811453,1,Litoria,3
811466,1,Plesiadapidae,5
813132,1,Bellerophon_(genus),3
813267,1,Strepsodiscus,3
813268,1,Tropidodiscidae,2
819019,1,Plesiorycteropus,7
821173,1,Euomphaloidea,1
821857,1,Sciurognathi,9
822107,1,Riccia,3
822108,1,Ricciaceae,7
823054,1,Coronophorales,3
827337,1,Gymnodinium,7
827338,1,Gymnodiniales,3
827831,1,Arthrothamnus,7
832582,1,Gorgonian,7
836711,1,Pantolestidae,9
837443,1,Antarctosaurus,9
838782,1,Jainosaurus,9
840531,1,Marsupella_profunda,5
840532,1,Gymnomitriaceae,2
840533,1,Marsupella,7
841283,1,Epulopiscium_fishelsoni,6
842693,1,Sparassodonta,6
844532,1,Bearded_fireworm,3
847811,1,Scolopendra_gigantea,3
850966,1,Chaos_(genus),0
850967,1,Amoebidae,4
866820,1,Texas_kangaroo_rat,9
866855,1,Leptocladia,4
866856,1,Dumontiaceae,2
871680,1,Maned_sloth,4
875291,1,Isospora,2
875292,1,Eimeriorina,2
875293,1,Myzozoa,4
875917,1,Madras_treeshrew,7
875918,1,Tupaiidae,4
876079,1,Oriental_giant_squirrel,1
878412,1,Thylacosmilus,1
881874,1,Barawertornis,8
888933,1,Baragwanathia,6
888934,1,Drepanophycales,9
888935,1,Drepanophycaceae,5
889466,1,Brachylophosaurus,1
889708,1,Megistotherium,6
890102,1,Gryposaurus,0
890109,1,Perognathus,2
890901,1,Neovenator,2
891245,1,Hartmannellidae,0
895514,1,Tianchisaurus,0
895962,1,Didymosphenia_geminata,4
895963,1,Cymbellales,8
898916,1,Conocephalum,0
898919,1,Sphaerocarpos,1
898920,1,Sphaerocarpaceae,8
899028,1,Oxymitra,7
899031,1,Corsiniaceae,3
899072,1,Targionia_(plant),4
903243,1,Byronosaurus,1
914279,1,Glomeromycota,4
915102,1,Holothuria,2
915103,1,Holothuriidae,4
918528,1,Newt,4
919295,1,Sea_apple,9
919296,1,Dendrochirotida,8
919297,1,Cucumariidae,4
919597,1,Air_fern,2
919598,1,Sertulariidae,5
921064,1,Carpolestidae,2
924655,1,Atlantogenata,4
927144,1,Cryptosaurus,0
929038,1,Lepidoziaceae,6
931278,1,Acanthopholis,0
934505,1,African_dwarf_frog,4
934701,1,Apatodon,0
934730,1,Abrosaurus,3
935268,1,Ringed_salamander,2
935278,1,Frosted_flatwoods_salamander,0
935315,1,Mabee's_salamander,8
935316,1,Northwestern_salamander,6
936238,1,Aepisaurus,9
939507,1,Agrosaurus,9
939774,1,Micrasterias,4
939775,1,Desmidiaceae,8
939782,1,Human_taxonomy,1
941400,1,Leucochloridium,0
941406,1,Galactosomum,7
941407,1,Opisthorchiida,2
